,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),최저기온(℃),최고기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,합계_하차,유동인구,미세먼지(PM10).max,미세먼지(PM10).mean,초미세먼지(PM2.5).max,초미세먼지(PM2.5).mean
251,2016-05-24,대중공연,2016 레이첼 야마가타 내한공연,976,1,우리금융아트홀,38.5,16.8,15.4,21.8,1184,82.43,N,송파구,올림픽공원,7419,7185,14604,46,24.5,29,15.9
252,2016-05-24,문화예술행사,뮤즈 앤 재즈 라이브(Muse & Jazz Live) Vol.1,161,2,뮤즈라이브,38.5,16.8,15.4,21.8,237,33.97,N,송파구,올림픽공원,7419,7185,14604,46,24.5,29,15.9
253,2016-05-24,기타축구,ACL 적응훈련(우라와),50,1,상암월드컵주경기장,38.5,16.8,15.4,21.8,66704,0.07,N,마포구,디지털미디어시티,18220,19993,38213,47,30.6,33,21.6
254,2016-05-25,기타축구,ACL 16강전 (vs우라와 ),14173,1,상암월드컵주경기장,0,19.7,15.3,24.4,66704,21.25,N,마포구,디지털미디어시티,18627,20435,39062,102,96,72,68.4
255,2016-05-27,대중공연,2016 김경호 전국투어 콘서트 - 서울,1818,2,우리금융아트홀,0,20.9,14.8,27.1,1184,76.77,N,송파구,올림픽공원,10905,10801,21706,90,75.7,58,43.4
256,2016-05-27,문화예술행사,서울재즈페스티벌2016-팻 메시니 연습대관,15,1,뮤즈라이브,0,20.9,14.8,27.1,237,6.33,N,송파구,올림픽공원,10905,10801,21706,90,75.7,58,43.4
257,2016-05-29,K리그,K리그 클래식(vs전남),15851,1,상암월드컵주경기장,0,21.5,17.2,27.6,66704,23.76,Y,마포구,디지털미디어시티,8172,8654,16826,99,83.6,59,46.8
258,2016-05-29,대중공연,2016 B1A4 팬미팅,2548,1,올림픽홀,0,21.5,17.2,27.6,3000,84.93,Y,송파구,올림픽공원,11890,12421,24311,102,87.3,49,41.2
259,2016-06-01,체육행사,2016년 6월 핸드볼팀 훈련,392,18,핸드볼보조경기장,0,23.3,17.1,29.9,5003,0.44,N,송파구,올림픽공원,6994,6829,13823,46,32.6,24,14.4
260,2016-06-02,대중공연,가) 2016 롯데면세점 황치열 콘서트,1910,2,올림픽홀,0,23.2,17.2,29.1,3000,31.83,N,송파구,올림픽공원,7908,7449,15357,81,48.2,39,29
261,2016-06-04,문화예술행사,뷰티풀 민트 라이프 2016 보상공연 (가칭),4490,3,올림픽홀,0,21.2,18.2,26.3,3000,49.89,Y,송파구,올림픽공원,9991,10476,20467,66,55,35,28.3
262,2016-06-04,일반행사,2016 드림콘서트,43712,7,상암월드컵주경기장,0,21.2,18.2,26.3,66704,65.53,Y,마포구,디지털미디어시티,11706,11621,23327,59,51.6,33,29.3
263,2016-06-05,공공행사,제28회 강동구청장기 생활체육 배드민턴대회,700,1,핸드볼보조경기장,0,24.7,17.3,32.2,5003,13.99,Y,송파구,올림픽공원,6227,6443,12670,59,39.3,31,22.4
264,2016-06-06,K리그,K리그 클래식(vs제주),17466,1,상암월드컵주경기장,0,23.3,20.8,28.4,66704,26.18,N,마포구,디지털미디어시티,8064,8374,16438,30,21.4,22,15.1
265,2016-06-07,대중공연,EXO 컴백 쇼케이스,2162,2,올림픽홀,0.1,21.7,19.6,25.9,3000,36.03,N,송파구,올림픽공원,6878,6678,13556,68,54.8,49,36.2
266,2016-06-11,대중공연,KDB대우증권 우수고객 초청공연,1990,2,올림픽홀,3,23.5,20.9,26.5,3000,33.17,Y,송파구,올림픽공원,10148,10251,20399,65,48.1,37,28.1
267,2016-06-14,문화예술행사,2016 빅스(VIXX)와 함께하는 팬미팅,8053,7,KSPO DOME(체조경기장),0,23.8,19.7,29.5,15000,7.67,N,송파구,올림픽공원,6617,6360,12977,79,55.1,54,34
268,2016-06-15,K리그,K리그 클래식(vs광주),5505,1,상암월드컵주경기장,15.5,20.9,17.4,24.5,66704,8.25,N,마포구,디지털미디어시티,17613,19468,37081,48,40.5,37,30.2
269,2016-06-16,대중공연,어반자카파 미니앨범 발매기념 단독콘서트,5360,3,올림픽홀,0,20.9,18.6,24.9,3000,59.56,N,송파구,올림픽공원,8410,7778,16188,55,32.2,31,21
270,2016-06-17,체육행사,2016년 제68회 Mr. & 제11회 Ms. Korea 선발대회,1184,3,우리금융아트홀,0,23.8,18.6,29.1,1184,33.33,N,송파구,올림픽공원,9064,8202,17266,68,51.3,42,33
271,2016-06-18,K리그,K리그 클래식(vs수원삼성),47899,1,상암월드컵주경기장,0,24.5,20.1,29.9,66704,71.81,Y,마포구,디지털미디어시티,12208,12380,24588,73,59.5,51,44.1
272,2016-06-22,기타축구,FA컵-16강전 (vs안산경찰청),3993,1,상암월드컵주경기장,30.5,24.3,20.9,30.2,66704,5.99,N,마포구,디지털미디어시티,17686,19763,37449,144,71,112,53.2
273,2016-06-23,문화예술행사,2016 바이브 콘서트,4009,4,올림픽홀,0.1,24.7,19.6,29.4,3000,33.41,N,송파구,올림픽공원,6211,5753,11964,76,52.7,56,39.8
274,2016-06-25,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0,22.8,19.2,26.7,66704,0.07,Y,마포구,디지털미디어시티,11622,11789,23411,45,34.8,27,21.2
275,2016-06-26,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0,24.4,19.4,30.3,66704,0.07,Y,마포구,디지털미디어시티,7805,8082,15887,30,25.8,23,17
276,2016-06-27,문화예술행사,2016 이승철 데뷔 30주년 기념 콘서트 <무궁화 삼천리>,17554,7,KSPO DOME(체조경기장),0,24.4,19.9,29.5,15000,16.72,N,송파구,올림픽공원,5939,5811,11750,41,33.2,27,19.8
277,2016-06-29,문화예술행사,2016 장근석 팬미팅(JKS LIVE IN SEOUL),1493,5,핸드볼경기장,0,25.3,20.9,30.2,6500,4.59,N,송파구,올림픽공원,6180,5645,11825,55,32.1,33,21.4
278,2016-06-29,K리그,K리그 클래식(vs성남),7865,1,상암월드컵주경기장,0,25.3,20.9,30.2,66704,11.79,N,마포구,디지털미디어시티,17531,19393,36924,54,35.8,41,26.2
279,2016-07-03,체육행사,제16회 한화생명배 세계어린이국수전 바둑대회 서울지역예선,850,1,핸드볼경기장,0,23.5,21.1,26.8,6500,13.08,Y,송파구,올림픽공원,3780,3764,7544,60,45.4,48,32.1
280,2016-07-03,일반행사,프린지 축제(윷놀이),500,1,상암월드컵주경기장,0,23.5,21.1,26.8,66704,0.75,Y,마포구,디지털미디어시티,7694,8270,15964,55,44.5,43,35.9
281,2016-07-03,대중공연,TWICE SPECIAL EVENT 2,877,1,우리금융아트홀,0,23.5,21.1,26.8,1184,74.07,Y,송파구,올림픽공원,3780,3764,7544,60,45.4,48,32.1
282,2016-07-06,문화예술행사,KB국민콘서트,6000,5,KSPO DOME(체조경기장),0,22.9,20.3,26.9,15000,8,N,송파구,올림픽공원,6051,5678,11729,29,21.3,21,13.9
283,2016-07-06,대중공연,소녀시대 태연 솔로 콘서트,5400,5,올림픽홀,0,22.9,20.3,26.9,3000,36,N,송파구,올림픽공원,6051,5678,11729,29,21.3,21,13.9
284,2016-07-06,문화예술행사,벅스TV vol.18 ？ 백예린,196,1,뮤즈라이브,0,22.9,20.3,26.9,237,82.7,N,송파구,올림픽공원,6051,5678,11729,29,21.3,21,13.9
285,2016-07-08,체육행사,제29회 한국사회인검도대회,1350,3,핸드볼경기장,0,27.3,21.2,32.4,6500,6.92,N,송파구,올림픽공원,6367,5696,12063,55,39.6,39,26.2
286,2016-07-09,K리그,K리그 클래식(vs울산),18372,1,상암월드컵주경기장,0,27.7,23.2,32.7,66704,27.54,Y,마포구,디지털미디어시티,10894,10956,21850,38,29.2,26,18.7
287,2016-07-13,문화예술행사,EXO Planet 3 EXOrdium,84816,20,KSPO DOME(체조경기장),0,26.3,23.2,29.5,15000,28.27,N,송파구,올림픽공원,6140,5756,11896,43,31.8,27,20
288,2016-07-13,기타축구,FA컵-8강전 (vs전남),5322,1,상암월드컵주경기장,0,26.3,23.2,29.5,66704,7.98,N,마포구,디지털미디어시티,17703,19821,37524,42,31.7,24,20.2
289,2016-07-15,대중공연,Jose Feliciano 내한 콘서트,4480,3,올림픽홀,1.5,26.2,23.7,29.2,3000,49.78,N,송파구,올림픽공원,6886,6039,12925,32,20.3,18,11.8
290,2016-07-16,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,46.5,20.8,19.8,23.8,66704,0.07,Y,마포구,디지털미디어시티,9796,10015,19811,16,10.7,11,7.2
291,2016-07-17,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,2.5,21.7,20.4,23.1,66704,0.07,Y,마포구,디지털미디어시티,7559,7949,15508,25,20.6,22,15.4
292,2016-07-20,대중공연,2016 벡(Beck) 내한공연,2100,2,올림픽홀,0,28.6,24,32.9,3000,35,N,송파구,올림픽공원,6259,5839,12098,46,35.2,31,25.3
293,2016-07-20,K리그,K리그 클래식(vs전북),18814,1,상암월드컵주경기장,0,28.6,24,32.9,66704,28.21,N,마포구,디지털미디어시티,17704,19634,37338,48,40,35,27.2
294,2016-07-22,일반행사,프린지 축제(크리미널 런),500,2,상암월드컵주경기장,0,29.1,25.3,34.1,66704,0.75,N,마포구,디지털미디어시티,17729,19145,36874,51,40.1,35,28.1
295,2016-07-23,체육행사,2016문화체육관광부장관배 전국학생바둑대회,870,2,핸드볼경기장,0.5,28.7,27.2,31.6,6500,6.69,Y,송파구,올림픽공원,16031,16571,32602,56,42.2,37,31.2
296,2016-07-23,대중공연,2016 사라브라이트만 내한공연,2467,2,올림픽홀,0.5,28.7,27.2,31.6,3000,41.12,Y,송파구,올림픽공원,16031,16571,32602,56,42.2,37,31.2
297,2016-07-30,체육행사,제13회 회장배 댄스스포츠 선수권대회,610,2,핸드볼경기장,0.5,28.6,26.4,33,6500,4.69,Y,송파구,올림픽공원,15044,15699,30743,46,34.2,36,26.2
298,2016-07-31,K리그,K리그 클래식(vs포항),17140,1,상암월드컵주경기장,0.2,28.9,26.6,32.8,66704,25.7,Y,마포구,디지털미디어시티,6999,7445,14444,57,33.5,48,25.7
299,2016-08-02,문화예술행사,B.A.P LIVE ON EARTH 2016 WORLDTOUR SEOUL ENCORE,5054,6,핸드볼경기장,2,27.2,25,31.1,6500,12.96,N,송파구,올림픽공원,5197,4911,10108,29,22.6,21,13.8
300,2016-08-02,대중공연,치펜데일쇼 서울공연,3282,8,올림픽홀,2,27.2,25,31.1,3000,13.68,N,송파구,올림픽공원,5197,4911,10108,29,22.6,21,13.8
301,2016-08-03,문화예술행사,2016 김연우 콘서트,5543,4,KSPO DOME(체조경기장),0,29.1,24,34.2,15000,9.24,N,송파구,올림픽공원,5731,5449,11180,53,32.2,36,22.5
302,2016-08-08,문화예술행사,2016 빅스 콘서트 (VIXX LIVE FANTASIA),16619,8,KSPO DOME(체조경기장),0,30.5,26.4,35.5,15000,13.85,N,송파구,올림픽공원,5226,5099,10325,68,40.4,47,26.6
303,2016-08-10,대중공연,2016 마마무 첫번째 콘서트,6215,5,올림픽홀,0,29.4,26.1,34.8,3000,41.43,N,송파구,올림픽공원,5486,5192,10678,72,44.7,50,27.3
304,2016-08-13,K리그,K리그 클래식(vs수원삼성),36309,1,상암월드컵주경기장,0,30.2,26.8,35.1,66704,54.43,Y,마포구,디지털미디어시티,9462,9324,18786,38,33.1,36,27.8
305,2016-08-16,대중공연,맥스웰 단독콘서트,1900,1,올림픽홀,0.5,29.3,26.2,34.9,3000,63.33,N,송파구,올림픽공원,5747,5838,11585,58,38.7,52,32.7
306,2016-08-16,문화예술행사,2016 비스트 콘서트 뷰티풀쇼,18699,7,KSPO DOME(체조경기장),0.5,29.3,26.2,34.9,15000,17.81,N,송파구,올림픽공원,5747,5838,11585,58,38.7,52,32.7
307,2016-08-17,대중공연,2016 쇼미더머니5 콘서트,11188,4,올림픽홀,0,29.9,25.1,34.7,3000,93.23,N,송파구,올림픽공원,5696,5364,11060,44,32.4,36,27.5
308,2016-08-17,문화예술행사,준케이(2PM) &LIVE 3회,167,1,뮤즈라이브,0,29.9,25.1,34.7,237,70.46,N,송파구,올림픽공원,5696,5364,11060,44,32.4,36,27.5
309,2016-08-20,일반행사,빅뱅 10주년 기념 콘서트,64816,6,상암월드컵주경기장,0,30.1,26.5,34.9,66704,97.17,Y,마포구,디지털미디어시티,11406,11398,22804,39,32.9,29,22
310,2016-08-23,기타축구,ACL 적응훈련(산둥루넝),50,1,상암월드컵주경기장,8,28.3,26,33,66704,0.07,N,마포구,디지털미디어시티,16742,18871,35613,62,48.3,48,34.5
311,2016-08-24,기타축구,ACL-8강(vs산둥루넝),16044,1,상암월드컵주경기장,0,29.1,26.4,32.9,66704,24.05,N,마포구,디지털미디어시티,16942,19050,35992,42,34.2,27,23.7
312,2016-08-28,문화예술행사,샤이니 콘서트 - 샤이니월드 5,28679,9,KSPO DOME(체조경기장),1.5,21,18.3,24.5,15000,21.24,Y,송파구,올림픽공원,3338,3274,6612,14,8.3,10,4.2
313,2016-08-28,K리그,K리그 클래식(vs전북),24508,1,상암월드컵주경기장,1.5,21,18.3,24.5,66704,36.74,Y,마포구,디지털미디어시티,7895,8366,16261,14,11.7,11,8.3
314,2016-08-31,국가대표,월드컵예선 적응훈련(중국),50,1,상암월드컵주경기장,17.5,17.7,16.1,19.2,66704,0.07,N,마포구,디지털미디어시티,17095,18783,35878,40,27.1,21,13.6
315,2016-09-01,국가대표,월드컵예선(vs중국),46534,2,상암월드컵주경기장,0,23.2,15.8,28.6,66704,69.76,N,마포구,디지털미디어시티,18371,20049,38420,78,68.9,50,45.5
316,2016-09-03,문화예술행사,바이툴밴드 제5회 정기공연,120,1,뮤즈라이브,0.5,23.9,20.4,28.6,237,50.63,Y,송파구,올림픽공원,13495,14556,28051,36,20.5,22,12.2
317,2016-09-03,K리그,K리그 클래식(vs울산),13843,1,상암월드컵주경기장,0.5,23.9,20.4,28.6,66704,20.75,Y,마포구,디지털미디어시티,11534,13273,24807,37,24.3,27,18.2
318,2016-09-05,문화예술행사,젝스키스 2016 콘서트(가제),20457,8,KSPO DOME(체조경기장),0,26.4,23,31.1,15000,17.05,N,송파구,올림픽공원,6448,6207,12655,60,36.8,37,20.6
319,2016-09-10,체육행사,송파구연합회장기 생활체육배드민턴대회,700,1,핸드볼경기장,0,24.4,20,29.1,6500,10.77,Y,송파구,올림픽공원,12858,13591,26449,75,52.7,50,35.2
320,2016-09-10,일반행사,프린지 축제(크리미널 런),60,1,상암월드컵주경기장,0,24.4,20,29.1,66704,0.09,Y,마포구,디지털미디어시티,10629,10882,21511,60,46.9,41,34.1
321,2016-09-11,문화예술행사,팝페라테너 임형주의 첫번째 소극장 콘서트 'Only Voice & Autumn Night',193,1,뮤즈라이브,0,24.5,22.1,28.2,237,81.43,Y,송파구,올림픽공원,9434,10152,19586,60,43.1,35,28.1
322,2016-09-11,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0,24.5,22.1,28.2,66704,0.07,Y,마포구,디지털미디어시티,7483,7724,15207,50,41.9,40,31.8
323,2016-09-18,문화예술행사,"2016 한성백제 창작뮤지컬 ""기억의전달자""",5534,37,우리금융아트홀,0,23.5,20.2,28.3,1184,12.63,Y,송파구,올림픽공원,4830,5285,10115,21,17.3,12,8.5
324,2016-09-18,K리그,K리그 클래식(vs제주),15516,1,상암월드컵주경기장,0,23.5,20.2,28.3,66704,23.26,Y,마포구,디지털미디어시티,7298,7415,14713,25,20.5,16,13.9
325,2016-09-20,대중공연,2016 안테나뮤직 레이블 콘서트,7379,6,올림픽홀,0,20.6,15.4,26.8,3000,40.99,N,송파구,올림픽공원,12917,14216,27133,35,19.1,23,12.3
326,2016-09-22,문화예술행사,Angels Giving Hope 2016 콘서트,366,2,KSPO DOME(체조경기장),0,21.9,17.5,27.2,15000,1.22,N,송파구,올림픽공원,7312,7243,14555,62,38.8,38,25.7
327,2016-09-23,일반행사,전국금융노조 축제 한마당,53332,3,상암월드컵주경기장,0,21.4,16.4,27.9,66704,79.95,N,마포구,디지털미디어시티,18952,20227,39179,65,54.6,46,39.1
328,2016-09-24,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,0,22.3,16.5,28.9,66704,0.07,Y,마포구,디지털미디어시티,11841,12007,23848,72,57.4,55,42.6
329,2016-09-25,일반행사,프린지 축제(즉흥으로놀자),500,2,상암월드컵주경기장,0,23,18.6,29.7,66704,0.75,Y,마포구,디지털미디어시티,8209,8666,16875,54,37.5,38,25.2
330,2016-09-29,문화예술행사,큐바니즘 1st 콘서트 'Hola',243,3,뮤즈라이브,0,20.4,18.2,24.8,237,34.18,N,송파구,올림픽공원,7036,6792,13828,17,11.8,10,5.1
331,2016-10-02,대중공연,김우빈 팬미팅,1410,2,올림픽홀,18.5,19,16.7,22.4,3000,23.5,Y,송파구,올림픽공원,2870,2721,5591,32,20.3,16,10.1
332,2016-10-03,문화예술행사,'With You' [아이노스 밴드 가스펠 콘서트],145,1,뮤즈라이브,6.5,22.7,19.6,27.9,237,61.18,N,송파구,올림픽공원,6512,7474,13986,32,16.8,18,8.9
333,2016-10-03,일반행사,어반 애슬런 2016,1600,2,상암월드컵주경기장,6.5,22.7,19.6,27.9,66704,2.4,N,마포구,디지털미디어시티,8403,8731,17134,33,20.1,17,8.1
334,2016-10-06,대중공연,2016 이승환의 빠데이 (가제),2617,3,올림픽홀,0,18,13.6,23.5,3000,29.08,N,송파구,올림픽공원,6940,6766,13706,47,37.7,21,16.7
335,2016-10-07,체육행사,난치병 환아 돕기 이종격투기 자선 대회,1500,3,핸드볼경기장,2,19.7,16.5,24.8,6500,7.69,N,송파구,올림픽공원,8333,8196,16529,26,21.5,14,9
336,2016-10-08,일반행사,청춘 아레나,9449,5,상암월드컵주경기장,6,16.8,10.3,21.8,66704,14.17,Y,마포구,디지털미디어시티,12920,16381,29301,33,29.8,18,12.9
337,2016-10-10,체육행사,제13회 KT&G복지재단 전국 어르신 탁구대회,2000,2,핸드볼경기장,0,14,7.4,21.4,6500,15.38,N,송파구,올림픽공원,7134,6857,13991,46,27.5,25,12.6
338,2016-10-15,기타축구,2016 서울컵 남자부 결승,50,1,상암월드컵주경기장,0,19.1,12.4,27.1,66704,0.07,Y,마포구,디지털미디어시티,12937,13153,26090,89,66.8,58,41.5
339,2016-10-15,K리그,스플릿리그 (vs울산),10482,1,상암월드컵주경기장,0,19.1,12.4,27.1,66704,15.71,Y,마포구,디지털미디어시티,12937,13153,26090,89,66.8,58,41.5
340,2016-10-17,문화예술행사,그랜드 민트 페스티벌 2016,11000,8,핸드볼경기장,0,17.5,14.5,21.7,6500,21.15,N,송파구,올림픽공원,6850,6639,13489,64,52.8,40,33.2
341,2016-10-17,대중공연,코린 베일리 래 (Corinne Bailey Rae)내한공연,1190,2,올림픽홀,0,17.5,14.5,21.7,3000,19.83,N,송파구,올림픽공원,6850,6639,13489,64,52.8,40,33.2
342,2016-10-18,기타축구,ACL 적응훈련(전북),50,1,상암월드컵주경기장,0,17,11.2,24,66704,0.07,N,마포구,디지털미디어시티,18110,20244,38354,77,60.8,39,30.2
343,2016-10-19,기타축구,ACL 4강전 (vs전북),14677,1,상암월드컵주경기장,0,18,14,24.3,66704,22,N,마포구,디지털미디어시티,18253,20071,38324,93,71.2,55,40.3
344,2016-10-22,문화예술행사,더라이트 비전 가스펠 콘서트,120,1,뮤즈라이브,0,18.3,14.5,22.8,237,50.63,Y,송파구,올림픽공원,11366,12740,24106,45,36,30,18.3
345,2016-10-22,기타축구,2016 서울컵 여자부 결승,50,1,상암월드컵주경기장,0,18.3,14.5,22.8,66704,0.07,Y,마포구,디지털미디어시티,12171,12634,24805,41,33.2,21,15
346,2016-10-22,K리그,스플릿리그 (vs상주),11565,1,상암월드컵주경기장,0,18.3,14.5,22.8,66704,17.34,Y,마포구,디지털미디어시티,12171,12634,24805,41,33.2,21,15
347,2016-10-26,기타축구,FA컵 4강전 (vs부천),5843,1,상암월드컵주경기장,0,13.3,10.5,16.3,66704,8.76,N,마포구,디지털미디어시티,18265,20150,38415,63,54.3,33,28.1
348,2016-10-27,대중공연,모질 브라스 내한공연 Mnozil Brass in Seoul,1810,1,올림픽홀,0,14.6,8.6,20.9,3000,60.33,N,송파구,올림픽공원,7587,7174,14761,52,40.3,27,17.4
349,2016-10-28,체육행사,2016 제4회 대한펜싱협회장배 전국남.녀 클럽.동호인펜싱선수권대회,800,4,핸드볼보조경기장,0.3,14.6,10.2,18.4,5003,4,N,송파구,올림픽공원,7286,6590,13876,53,40.8,28,16.4
350,2016-10-31,문화예술행사,가족뮤지컬-레이디버그,12249,28,우리금융아트홀,0.5,5.7,0.7,8.2,1184,36.95,N,송파구,올림픽공원,6268,6025,12293,36,26.5,23,13
351,2016-11-01,대중공연,평화재단<희망세상만들기> 강연,2315,1,올림픽홀,0,1.5,-2.4,6.6,3000,77.17,N,송파구,올림픽공원,7283,6872,14155,31,25.6,15,11.4
352,2016-11-02,K리그,스플릿리그 (vs전남),5011,1,상암월드컵주경기장,0.1,4.1,-2.7,10.5,66704,7.51,N,마포구,디지털미디어시티,17724,19771,37495,46,34.8,25,16.8
353,2016-11-06,대중공연,No Sleep Til...힙합공연,1860,1,올림픽홀,0,14,11.9,18.3,3000,62,Y,송파구,올림픽공원,5165,5492,10657,22,15.2,16,9
354,2016-11-08,체육행사,ATP 챔피언스 투어 2016,2534,7,핸드볼경기장,0.5,4.1,0.4,8.4,6500,5.57,N,송파구,올림픽공원,6527,6196,12723,78,67.9,65,51.5
355,2016-11-12,문화예술행사,2016 대일밴드 부치고 클래식 공연,190,1,뮤즈라이브,0,11.4,5.1,16.7,237,80.17,Y,송파구,올림픽공원,8234,8165,16399,107,76.8,38,30.6
356,2016-11-14,국가대표,월드컵예선 적응훈련(우주백),150,3,상암월드컵주경기장,1.5,13.2,10.2,15.8,66704,0.22,N,마포구,디지털미디어시티,17482,19439,36921,72,45.8,37,25.6
357,2016-11-14,대중공연,2016 이문세 The Best,11598,7,올림픽홀,1.5,13.2,10.2,15.8,3000,55.23,N,송파구,올림픽공원,6143,5911,12054,77,50.8,40,28.9
358,2016-11-15,국가대표,월드컵예선(vs우주백),27496,1,상암월드컵주경기장,0,5.2,2.5,10.2,66704,41.22,N,마포구,디지털미디어시티,18456,20632,39088,52,43,22,16.4
359,2016-11-19,문화예술행사,치과의사 밴드 연합 음악제,150,1,뮤즈라이브,0,13,9.9,18.6,237,63.29,Y,송파구,올림픽공원,7031,6730,13761,64,45.2,40,28.2
360,2016-11-20,기타축구,서울시 S리그 결승,50,1,상암월드컵주경기장,0,9.8,6.4,15.3,66704,0.07,Y,마포구,디지털미디어시티,7975,8315,16290,47,42.3,27,17.9
361,2016-11-22,공공행사,굿모닝월드(기업) 시상식 행사,3000,3,핸드볼경기장,0.2,2,-2.1,8.4,6500,15.38,N,송파구,올림픽공원,6501,6084,12585,44,33.3,16,13.2
362,2016-11-26,문화예술행사,2016 지역아동센터 특기적성지원사업 아티스트웨이 <아름다운 하모니 콘서트>,300,1,K-아트홀,2.8,0.9,-0.7,2.7,369,81.3,Y,송파구,올림픽공원,6872,5718,12590,66,50.7,49,36.8
363,2016-11-27,대중공연,2016 퐌타스틱 4 콘서트,4100,2,올림픽홀,0,3.3,0.5,6.6,3000,68.33,Y,송파구,올림픽공원,3370,3197,6567,87,57.4,60,42.5
364,2016-11-30,대중공연,어반자카파 연말콘서트,5588,5,올림픽홀,1,6,0.7,9.8,3000,37.25,N,송파구,올림픽공원,6611,6313,12924,50,41,36,26.4
365,2016-11-30,문화예술행사,아이유콘서트,6959,5,핸드볼경기장,1,6,0.7,9.8,6500,21.41,N,송파구,올림픽공원,6611,6313,12924,50,41,36,26.4
366,2016-12-03,기타축구,FA컵 결승전 (vs수원),35037,1,상암월드컵주경기장,0,4.5,-0.7,11.3,66704,52.53,Y,마포구,디지털미디어시티,12451,12549,25000,63,53.8,43,32.2
367,2016-12-07,대중공연,2016 SG워너비 연말콘서트,4046,5,올림픽홀,0,1.7,-2.7,7.5,3000,26.97,N,송파구,올림픽공원,6356,6161,12517,102,65.6,51,32.3
368,2016-12-08,문화예술행사,2016 엠씨더맥스 겨울 콘서트,6103,5,핸드볼경기장,3,2.1,-3,6.1,6500,18.78,N,송파구,올림픽공원,6406,6079,12485,93,69,55,41.9
369,2016-12-12,대중공연,CBS 창사62주년 기념 콘서트  <THANK YOU>,2935,2,올림픽홀,0,2.3,-3,6.3,3000,48.92,N,송파구,올림픽공원,6560,6319,12879,66,48.5,41,27.9
370,2016-12-14,대중공연,2016 버즈 연말 콘서트,4644,5,올림픽홀,0.1,-1.4,-2.3,-0.1,3000,30.96,N,송파구,올림픽공원,6526,6179,12705,62,53.9,39,32
371,2016-12-16,문화예술행사,2016 휘성 전국투어 콘서트 온에어- 서울,5185,3,핸드볼경기장,0,-4.7,-9.8,0,6500,26.59,N,송파구,올림픽공원,7363,6826,14189,43,28.9,21,14.2
372,2016-12-16,대중공연,무소속프로젝트2016 결선공연,190,2,K-아트홀,0,-4.7,-9.8,0,369,25.75,N,송파구,올림픽공원,7363,6826,14189,43,28.9,21,14.2
373,2016-12-16,문화예술행사,Go Back Home,80,1,뮤즈라이브,0,-4.7,-9.8,0,237,33.76,N,송파구,올림픽공원,7363,6826,14189,43,28.9,21,14.2
374,2016-12-17,문화예술행사,심바.始發,189,1,뮤즈라이브,0,2.7,-2.7,8,237,79.75,Y,송파구,올림픽공원,6543,6455,12998,94,67.1,59,39.7
375,2016-12-20,문화예술행사,2016 박정현 콘서트,8313,7,핸드볼경기장,0,7.6,4.4,13.6,6500,18.27,N,송파구,올림픽공원,6201,5795,11996,97,57,63,38.1
376,2016-12-20,대중공연,2016 김연우 크리스마스 콘서트,8031,6,올림픽홀,0,7.6,4.4,13.6,3000,44.62,N,송파구,올림픽공원,6201,5795,11996,97,57,63,38.1
377,2016-12-21,문화예술행사,상일미디어고Rat A Tat 제5회 정기공연,50,1,뮤즈라이브,29,7.9,4.1,12.6,237,21.1,N,송파구,올림픽공원,6358,5797,12155,53,34,47,19
378,2016-12-23,대중공연,[옴므]의 크리스마스 콘서트,627,3,K-아트홀,0.1,-2.5,-4.4,1.5,369,56.64,N,송파구,올림픽공원,8532,7998,16530,57,48.2,40,32.7
379,2016-12-27,대중공연,2016 김범수 연말 콘서트,5372,5,올림픽홀,0.5,-2.3,-6.3,1.3,3000,35.81,N,송파구,올림픽공원,6057,5500,11557,44,31.3,35,17.5
380,2016-12-28,문화예술행사,2016 DJ DOC 콘서트,5547,5,핸드볼경기장,0,-3.7,-8.4,2.6,6500,17.07,N,송파구,올림픽공원,5969,5403,11372,76,50.2,40,27.4
381,2016-12-29,대중공연,2016 장혜진 Octet 연말 콘서트,318,3,K-아트홀,0.3,-4.2,-7.2,-1.1,369,28.73,N,송파구,올림픽공원,5690,5243,10933,61,36.3,21,11.2
382,2016-12-29,문화예술행사,2016년 소울스타 연말 콘서트,340,3,뮤즈라이브,0.3,-4.2,-7.2,-1.1,237,47.82,N,송파구,올림픽공원,5690,5243,10933,61,36.3,21,11.2
383,2017-01-03,대중공연,APRIL 쇼케이스,510,2,K-아트홀,0,2,-2.3,7.7,369,69.11,N,송파구,올림픽공원,6180,6162,12342,89,53.2,77,33
384,2017-01-15,대중공연,2017 몬스타엑스 팬미팅,318,1,K-아트홀,0,-6.6,-11.5,-0.9,369,86.18,Y,송파구,올림픽공원,2462,2449,4911,36,29.1,20,14.5
385,2017-01-18,문화예술행사,2017 비투비 서울 콘서트,9076,5,핸드볼경기장,0,-0.5,-3,2.8,6500,27.93,N,송파구,올림픽공원,5616,5123,10739,128,112.7,108,76.2
