,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),최저기온(℃),최고기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,합계_하차,유동인구,미세먼지(PM10).max,미세먼지(PM10).mean,초미세먼지(PM2.5).max,초미세먼지(PM2.5).mean
386,2017-01-20,대중공연,제프 벡(Jeff Beck) 내한공연,1510,2,올림픽홀,4,-4.4,-7.8,-1.4,3000,25.17,N,송파구,올림픽공원,6478,5755,12233,72,53,41,33.2
387,2017-02-09,대중공연,AOMG 단독 콘서트,6245,4,올림픽홀,0,-5.3,-7.1,-2.1,3000,52.04,N,송파구,올림픽공원,5508,5293,10801,78,64.4,21,12.2
388,2017-02-13,문화예술행사,트와이스 콘서트,11924,6,핸드볼경기장,0,0.1,-5.4,6.1,6500,30.57,N,송파구,올림픽공원,3999,4007,8006,60,51.4,35,25.6
389,2017-02-19,문화예술행사,굿뉴스코 페스티벌,5080,2,올림픽홀,1,2.3,-3.4,5.7,3000,84.67,Y,송파구,올림픽공원,7427,6739,14166,63,49.3,37,29.6
390,2017-02-20,기타축구,ACL 적응훈련(상하이상강),50,1,상암월드컵주경기장,0.5,-1.5,-5.2,5.4,66704,0.07,N,마포구,디지털미디어시티,16435,18460,34895,44,36.8,26,22
391,2017-02-21,문화예술행사,2PM 콘서트,9797,13,핸드볼경기장,0,-0.6,-7.6,6.9,6500,11.59,N,송파구,올림픽공원,7542,6995,14537,89,56.6,59,38.8
392,2017-02-21,기타축구,ACL (vs 상하이상강),17764,1,상암월드컵주경기장,0,-0.6,-7.6,6.9,66704,26.63,N,마포구,디지털미디어시티,17202,19442,36644,88,78.5,57,50
393,2017-02-22,대중공연,최은석의 취향저격 토크쇼-앵콜 콘서트,1059,1,우리금융아트홀,5.1,1.7,-0.9,2.9,1184,89.44,N,송파구,올림픽공원,8005,8227,16232,41,30.5,35,22.2
394,2017-02-28,대중공연,2017 마마무 콘서트 무지컬 - 앵콜,9707,5,올림픽홀,0,5.6,-1.3,12.3,3000,64.71,N,송파구,올림픽공원,6275,6062,12337,54,46.2,40,30.2
395,2017-03-01,체육행사,2017년 3월 팀훈련,330,16,핸드볼보조경기장,5,5,2,11.4,5003,0.41,N,송파구,올림픽공원,3496,3389,6885,83,53.8,58,48.8
396,2017-03-05,K리그,K리그 클래식(vs수원),34376,1,상암월드컵주경기장,0.5,5.2,1.2,10.4,66704,51.54,Y,마포구,디지털미디어시티,7705,8207,15912,86,71.2,64,52.9
397,2017-03-09,문화예술행사,2017 AOA 콘서트,2305,4,올림픽홀,0,3.2,-2.7,10.7,3000,19.21,N,송파구,올림픽공원,6474,6133,12607,69,50.7,32,23
398,2017-03-14,기타축구,ACL 적응훈련(시드니),50,1,상암월드컵주경기장,0,5.8,1,10.9,66704,0.07,N,마포구,디지털미디어시티,17549,19745,37294,61,46.6,45,32.8
399,2017-03-15,기타축구,ACL (vs 웨스턴시드니),4769,1,상암월드컵주경기장,0,6.3,0.4,13.3,66704,7.15,N,마포구,디지털미디어시티,17718,19823,37541,52,39.4,45,31.1
400,2017-03-17,대중공연,옥타곤FC 개막전,993,2,올림픽홀,0,7.7,1.2,15.7,3000,16.55,N,송파구,올림픽공원,6963,6318,13281,102,59.8,76,58
401,2017-03-19,K리그,K리그 클래식(vs광주),10892,1,상암월드컵주경기장,0,10.9,3.2,18.9,66704,16.33,Y,마포구,디지털미디어시티,7775,8304,16079,99,80.8,97,73
402,2017-03-19,문화예술행사,굿뉴스코 페스티벌 앵콜공연,2250,1,올림픽홀,0,10.9,3.2,18.9,3000,75,Y,송파구,올림픽공원,4923,11949,16872,115,84.2,78,58.9
403,2017-03-25,문화예술행사,윤딴딴 단독 콘서트 <딴칸방>,230,1,뮤즈라이브,0,8.1,5,12.6,237,97.05,Y,송파구,올림픽공원,4535,4417,8952,76,58.8,42,33
404,2017-03-27,국가대표,월드컵예선 적응훈련(시리아),100,1,상암월드컵주경기장,0.4,6.1,4.4,10.9,66704,0.15,N,마포구,디지털미디어시티,17424,19233,36657,95,70.2,82,65.1
405,2017-03-28,국가대표,월드컵예선(vs시리아),27920,1,상암월드컵주경기장,0,7.1,2.5,12.7,66704,41.86,N,마포구,디지털미디어시티,17930,20018,37948,108,81.2,95,72.1
406,2017-03-29,체육행사,2017 SK텔레콤 국제 그랑프리대회,800,5,핸드볼보조경기장,0,8.8,4.7,14.4,5003,3.2,N,송파구,올림픽공원,6685,6282,12967,75,65.6,54,38.7
407,2017-04-01,기타축구,일반시민 축구경기,50,1,상암월드컵주경기장,1,9,4.8,15.1,66704,0.07,Y,마포구,디지털미디어시티,10889,12944,23833,47,31.1,37,27.6
408,2017-04-02,대중공연,여자친구 THE FIRST FAN MEETING [DEAR BUDDY],2337,1,올림픽홀,0,9,3.1,15.8,3000,77.9,Y,송파구,올림픽공원,7440,7459,14899,114,70.2,75,40.2
409,2017-04-05,체육행사,한국체육대학교총장배 전국태권도대회,1000,3,핸드볼경기장,37.5,12,10.8,14.2,6500,5.13,N,송파구,올림픽공원,6346,6013,12359,49,29.5,25,17.9
410,2017-04-08,K리그,K리그 클래식(vs제주),13175,1,상암월드컵주경기장,0.5,13,8.6,19.9,66704,19.75,Y,마포구,디지털미디어시티,11440,13134,24574,75,66.2,66,53.8
411,2017-04-09,체육행사,가. 국민과 함께하는 공정한 체육문화 만들기 결의대회,1180,1,우리금융아트홀,0.5,14.8,10.6,20.5,1184,99.66,Y,송파구,올림픽공원,4657,5157,9814,27,22.8,18,11.2
412,2017-04-09,체육행사,제27회 송파구청장기 배드민턴대회,1000,1,핸드볼경기장,0.5,14.8,10.6,20.5,6500,15.38,Y,송파구,올림픽공원,4657,5157,9814,27,22.8,18,11.2
413,2017-04-10,대중공연,캐리와장난감친구들 시즌2,11763,28,우리금융아트홀,0,16.5,10.1,23.3,1184,35.48,N,송파구,올림픽공원,6885,6909,13794,27,18,9,6.2
414,2017-04-11,대중공연,홀로그램 라이브 퍼포먼스 <킥스:시즌2>,19229,139,K-아트홀,0,15.3,11.5,20.2,369,37.49,N,송파구,올림픽공원,7502,7200,14702,134,84.8,32,23.9
415,2017-04-13,대중공연,이준기 콘서트,2111,2,올림픽홀,0,12.7,6.3,19.6,3000,35.18,N,송파구,올림픽공원,7140,6694,13834,107,83.6,50,27.7
416,2017-04-13,일반행사,국가금식회개의날,15248,6,상암월드컵주경기장,0,12.7,6.3,19.6,66704,22.86,N,마포구,디지털미디어시티,17450,19613,37063,90,71.2,62,39.8
417,2017-04-15,문화예술행사,FIRE ROCK FESTIVAL,50,1,뮤즈라이브,0,16.8,10.9,24.3,237,21.1,Y,송파구,올림픽공원,6800,7292,14092,88,73.8,39,28.7
418,2017-04-18,대중공연,"Hiphop PARYY - 딘, 크러시, 자이언티 / DJ. DOC, 코요테",3800,4,올림픽홀,7.5,11.7,9.4,17.4,3000,31.67,N,송파구,올림픽공원,6367,6160,12527,66,47.2,29,20.7
419,2017-04-19,기타축구,FA컵-32강전 (vs 안양),4277,1,상암월드컵주경기장,0,12.6,7,18.4,66704,6.41,N,마포구,디지털미디어시티,17595,19859,37454,102,66.1,24,20.1
420,2017-04-22,K리그,K리그 클래식(vs인천),14596,1,상암월드컵주경기장,0,14.8,8.5,22.5,66704,21.88,Y,마포구,디지털미디어시티,11169,11837,23006,67,48.2,34,23.6
421,2017-04-29,대중공연,2017 김현중 팬미팅,2216,1,올림픽홀,0,17.1,9.6,23.7,3000,73.87,Y,송파구,올림픽공원,6840,6836,13676,91,66.2,30,20.7
422,2017-04-29,기타축구,일반시민 축구경기,200,1,상암월드컵주경기장,0,17.1,9.6,23.7,66704,0.3,Y,마포구,디지털미디어시티,10724,10901,21625,78,51.8,41,27.5
423,2017-04-30,체육행사,제29회 강동구청장기 생활체육 배드민턴대회,1000,1,핸드볼경기장,0,19.3,13.7,27.8,6500,15.38,Y,송파구,올림픽공원,4238,4370,8608,129,114.2,68,52.7
424,2017-05-03,K리그,K리그 클래식(vs전남),26261,1,상암월드컵주경기장,0,21.5,14.5,30.2,66704,39.37,N,마포구,디지털미디어시티,8983,9307,18290,94,71.9,53,38.6
425,2017-05-09,기타축구,ACL 적응훈련(우라와),50,1,상암월드컵주경기장,2.5,17.1,15.3,22.6,66704,0.07,N,마포구,디지털미디어시티,8624,9257,17881,145,99,45,36.7
426,2017-05-09,대중공연,소녀시대 태연 2번째 콘서트,7697,6,올림픽홀,2.5,17.1,15.3,22.6,3000,42.76,N,송파구,올림픽공원,3744,3718,7462,210,104.4,44,29.4
427,2017-05-10,기타축구,ACL (vs우라와 ),4933,1,상암월드컵주경기장,2.5,16.4,14.2,20.8,66704,7.4,N,마포구,디지털미디어시티,17841,19609,37450,52,45.4,29,23.6
428,2017-05-11,대중공연,뷰티풀 민트 라이프 (BML) 2017,10000,4,우리금융아트홀,0,19.3,13.1,24.8,1184,211.15,N,송파구,올림픽공원,7428,7101,14529,126,100.6,70,50
429,2017-05-14,일반행사,워킹페스티벌 after 콘서트,6682,4,상암월드컵주경기장,0,15.7,11,20.7,66704,10.02,Y,마포구,디지털미디어시티,7859,8297,16156,68,53.2,17,15.3
430,2017-05-17,기타축구,FA컵-16강전 (vs부산),2456,1,상암월드컵주경기장,0,18.6,12.3,25.9,66704,3.68,N,마포구,디지털미디어시티,17509,19617,37126,51,40.5,27,22.1
431,2017-05-20,K리그,K리그 클래식(vs강원),14560,1,상암월드컵주경기장,0,20.9,15.4,27.3,66704,21.83,Y,마포구,디지털미디어시티,11384,15591,26975,44,32.6,29,21.4
432,2017-05-22,대중공연,세븐틴 쇼케이스,3636,2,올림픽홀,0,21.8,15.9,28,3000,60.6,N,송파구,올림픽공원,6987,6670,13657,82,57.2,41,28.4
433,2017-05-24,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,18260,5,올림픽홀,0.1,21.8,16.9,27.8,3000,121.73,N,송파구,올림픽공원,7151,6776,13927,41,27.5,20,12.9
434,2017-05-24,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,26545,6,핸드볼경기장,0.1,21.8,16.9,27.8,6500,68.06,N,송파구,올림픽공원,7151,6776,13927,41,27.5,20,12.9
435,2017-05-25,대중공연,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,8600,4,우리금융아트홀,0,19.2,14.4,24.4,1184,181.59,N,송파구,올림픽공원,9551,10005,19556,69,54.3,22,11.9
436,2017-05-26,대중공연,CLC 미니  콘서트,120,2,뮤즈라이브,0,17.7,12.4,23.2,237,25.32,N,송파구,올림픽공원,7708,7326,15034,46,34.9,13,8.3
437,2017-05-27,K리그,K리그 클래식(vs울산),16359,1,상암월드컵주경기장,0,19.5,13.7,26.4,66704,24.52,Y,마포구,디지털미디어시티,13961,13961,27922,36,30.1,22,18.7
438,2017-05-29,공공행사,4th CMS Brunch Seminar,2400,2,핸드볼경기장,0,22.9,18.1,29.3,6500,18.46,N,송파구,올림픽공원,7067,6888,13955,130,95.8,50,38.2
439,2017-05-29,대중공연,혁오 단독공연 (예정),3311,7,올림픽홀,0,22.9,18.1,29.3,3000,15.77,N,송파구,올림픽공원,7067,6888,13955,130,95.8,50,38.2
440,2017-05-31,문화예술행사,2017 CNBLUE 콘서트,6195,5,핸드볼경기장,0,23.3,17.7,29.6,6500,19.06,N,송파구,올림픽공원,6919,6668,13587,59,47.4,35,21.9
441,2017-06-02,대중공연,국민사랑콘서트,800,2,우리금융아트홀,0,20.5,15.5,25.6,1184,33.78,N,송파구,올림픽공원,7844,7199,15043,57,39.1,15,7.9
442,2017-06-03,일반행사,2017 드림콘서트,47508,9,상암월드컵주경기장,0,20.5,16.1,26.5,66704,71.22,Y,마포구,디지털미디어시티,11463,11490,22953,37,32.5,20,16.2
443,2017-06-08,대중공연,2017 거미 앨범발매 기념 콘서트 (가제),3280,4,올림픽홀,0,20.1,15.1,25.9,3000,27.33,N,송파구,올림픽공원,6772,6488,13260,66,50.2,43,30.2
444,2017-06-09,체육행사,제5회 피셔 잠스트-배드민턴코리아 슈퍼토너먼트,850,3,핸드볼경기장,0.1,21.2,17.9,25.7,6500,4.36,N,송파구,올림픽공원,6755,6485,13240,86,72.8,44,35.9
445,2017-06-10,대중공연,맨투맨탐정단 공개방송,1000,2,우리금융아트홀,4.5,21.5,16.7,27.5,1184,42.23,Y,송파구,올림픽공원,5569,5906,11475,71,41.5,20,12.2
446,2017-06-10,일반행사,지드래곤 2017 콘서트,35443,9,상암월드컵주경기장,4.5,21.5,16.7,27.5,66704,53.13,Y,마포구,디지털미디어시티,11339,11710,23049,45,28.8,14,10.2
447,2017-06-13,대중공연,(가제)BTS 이벤트,1050,1,우리금융아트홀,0,21.5,18.3,25.9,1184,88.68,N,송파구,올림픽공원,8480,8179,16659,58,46.3,24,16.8
448,2017-06-15,대중공연,2017 몬스타엑스콘서트,4587,4,올림픽홀,0,23.1,18,29.6,3000,38.22,N,송파구,올림픽공원,6560,6076,12636,76,66.8,33,26.2
449,2017-06-16,문화예술행사,Dok2 & The Quiett - Hiphop Conceret,1813,2,핸드볼경기장,0,25.5,20,32.7,6500,13.95,N,송파구,올림픽공원,6835,6419,13254,130,92.5,40,31.3
450,2017-06-16,대중공연,2017 버즈 소풍가자 콘서트,1050,2,우리금융아트홀,0,25.5,20,32.7,1184,44.34,N,송파구,올림픽공원,6835,6419,13254,130,92.5,40,31.3
451,2017-06-21,K리그,K리그 클래식(vs대구),6384,1,상암월드컵주경기장,0,25.4,21.7,31.6,66704,9.57,N,마포구,디지털미디어시티,16812,18918,35730,60,47.2,38,32.9
452,2017-06-22,대중공연,2017 황치열 1st 단독 콘서트,4635,4,올림픽홀,0,25.3,21.2,30.4,3000,38.62,N,송파구,올림픽공원,6173,5640,11813,64,45.6,31,22.7
453,2017-06-24,체육행사,2017 문화체육관광부장관배 전국학생바둑대회,820,2,핸드볼경기장,3.5,24.5,21.5,27.8,6500,6.31,Y,송파구,올림픽공원,7381,7136,14517,61,54.8,38,23.2
454,2017-06-25,K리그,K리그 클래식(vs상주),9757,1,상암월드컵주경기장,1.5,23.8,21,28.4,66704,14.63,Y,마포구,디지털미디어시티,7156,7761,14917,42,32.8,34,26.5
455,2017-06-28,대중공연,프로듀스101 시즌2 콘서트,6550,2,올림픽홀,0,26,22.5,30.5,3000,109.17,N,송파구,올림픽공원,5886,5413,11299,74,59.2,41,31.1
456,2017-07-02,K리그,K리그 클래식(vs전북),17571,1,상암월드컵주경기장,92,24.3,21.9,26.8,66704,26.34,Y,마포구,디지털미디어시티,6222,6724,12946,40,30,35,23.7
457,2017-07-05,대중공연,2017 국카스텐 Squall 콘서트,5927,6,올림픽홀,0,27.4,23.3,32.6,3000,32.93,N,송파구,올림픽공원,8167,7896,16063,52,39.5,36,28
458,2017-07-08,일반행사,SM타운 콘서트,32637,7,상암월드컵주경기장,4.5,26,24.6,27.6,66704,48.93,Y,마포구,디지털미디어시티,9783,9869,19652,50,33.1,36,24
459,2017-07-10,대중공연,뮤지컬 시크릿 쥬쥬 Finding Harmony Stone,17224,42,우리금융아트홀,144.5,24,22.6,25.4,1184,34.64,N,송파구,올림픽공원,5532,5286,10818,24,13.1,12,7.4
460,2017-07-11,대중공연,아스트로 첫 단독콘서트 (가제),4132,6,올림픽홀,1,26,22.2,30.9,3000,22.96,N,송파구,올림픽공원,5906,5594,11500,66,48.9,45,35
461,2017-07-12,K리그,K리그 클래식(vs포항),8833,1,상암월드컵주경기장,0,27.1,24.9,31.1,66704,13.24,N,마포구,디지털미디어시티,16511,19013,35524,57,40.1,45,31.4
462,2017-07-13,문화예술행사,2017 젝스키스 팬미팅 [YELLOWKIES DAY],7088,3,핸드볼경기장,0,27.6,23.1,32.1,6500,36.35,N,송파구,올림픽공원,5931,5523,11454,80,58,49,39.7
463,2017-07-17,일반행사,프린지 페스티벌,6000,6,상암월드컵주경기장,7.5,26.8,24,29,66704,8.99,N,마포구,디지털미디어시티,15942,18190,34132,32,22.4,25,17.6
464,2017-07-20,대중공연,2017 지창욱 CONCERT,4850,3,올림픽홀,0,29.9,26,34.9,3000,53.89,N,송파구,올림픽공원,5555,5210,10765,63,52.1,46,38
465,2017-07-22,문화예술행사,테이크 콘서트,264,2,뮤즈라이브,0.5,29.3,27.5,32.5,237,55.7,Y,송파구,올림픽공원,6082,6042,12124,55,49.1,47,41.6
466,2017-07-23,K리그,K리그 클래식(vs전북),23913,1,상암월드컵주경기장,133.5,27,26.1,28.1,66704,35.85,Y,마포구,디지털미디어시티,5905,6306,12211,85,53.1,61,38.2
467,2017-07-26,대중공연,러블리즈 콘서트,4430,5,올림픽홀,0,28.7,24.2,32.8,3000,29.53,N,송파구,올림픽공원,5469,5142,10611,24,18.8,15,11.2
468,2017-07-29,문화예술행사,어! 라이브 콘서트 [A! Live Concert],112,1,뮤즈라이브,0,27.2,25,30.1,237,47.26,Y,송파구,올림픽공원,5090,4909,9999,28,11.2,12,5.5
469,2017-08-02,K리그,K리그 클래식(vs강원),11361,1,상암월드컵주경기장,0,30,26.6,33,66704,17.03,N,마포구,디지털미디어시티,14789,16939,31728,47,37.7,35,29.4
470,2017-08-04,대중공연,소녀시대 10주년 팬미팅,2653,1,올림픽홀,0,30.3,25.9,35.3,3000,88.43,N,송파구,올림픽공원,5095,4892,9987,44,31.8,40,23.1
471,2017-08-10,대중공연,소년24 파이널 콘서트,1554,3,올림픽홀,5.5,24.8,23.9,26.3,3000,17.27,N,송파구,올림픽공원,5220,4912,10132,,,,
472,2017-08-14,대중공연,2017 레드벨벳 첫번째 콘서트,10011,5,올림픽홀,1.5,24.6,23.1,27.1,3000,66.74,N,송파구,올림픽공원,5099,4741,9840,11,7.6,6,4
473,2017-08-19,K리그,K리그 클래식(vs울산),18087,1,상암월드컵주경기장,0,26.1,23.1,28.7,66704,27.12,Y,마포구,디지털미디어시티,9876,10249,20125,28,24.3,20,17.8
474,2017-08-19,체육행사,제6회 전국민참여 독도사랑 전국배드민턴대회,1300,2,핸드볼경기장,0,26.1,23.1,28.7,6500,10,Y,송파구,올림픽공원,7071,7030,14101,25,20.4,18,12.7
475,2017-08-21,대중공연,샤이니 태민 첫 솔로 콘서트,10445,5,올림픽홀,5,25.8,23.7,29.2,3000,69.63,N,송파구,올림픽공원,5517,5215,10732,20,12.6,11,7.4
476,2017-08-25,문화예술행사,에너지 나눔 콘서트,4406,3,핸드볼경기장,0,25.3,22.2,30.6,6500,22.59,N,송파구,올림픽공원,8988,8901,17889,27,19.1,18,10.6
477,2017-08-29,국가대표,월드컵예선 적응훈련,200,2,상암월드컵주경기장,0,19.5,17,24,66704,0.3,N,마포구,디지털미디어시티,16424,18656,35080,21,17.2,13,9.5
478,2017-08-31,대중공연,2017 터보 여름 콘서트,1674,4,우리금융아트홀,0,22.2,16.6,27.6,1184,35.35,N,송파구,올림픽공원,6240,6049,12289,51,37.8,27,20.8
479,2017-08-31,대중공연,2017 박원 단독 콘서트,1978,2,올림픽홀,0,22.2,16.6,27.6,3000,32.97,N,송파구,올림픽공원,6240,6049,12289,51,37.8,27,20.8
480,2017-08-31,국가대표,월드컵예선(vs이란),60326,1,상암월드컵주경기장,0,22.2,16.6,27.6,66704,90.44,N,마포구,디지털미디어시티,18649,18915,37564,45,34.5,27,24.2
481,2017-09-01,체육행사,2017년 9월 핸드볼팀 훈련,110,30,핸드볼보조경기장,0,23.3,17.1,29.7,5003,0.07,N,송파구,올림픽공원,7003,6516,13519,33,20.2,18,10.1
482,2017-09-01,대중공연,B1A4 일본팬미팅,180,1,K-아트홀,0,23.3,17.1,29.7,369,48.78,N,송파구,올림픽공원,7003,6516,13519,33,20.2,18,10.1
483,2017-09-06,문화예술행사,EXO 음반 이벤트,2650,1,올림픽홀,2,20.6,18.5,24,3000,88.33,N,송파구,올림픽공원,8102,8200,16302,39,27.1,20,16.2
484,2017-09-07,대중공연,2017 구구단 1st 팬미팅,940,3,우리금융아트홀,0,22.4,17.8,27.5,1184,26.46,N,송파구,올림픽공원,6344,6105,12449,54,41.3,41,28.8
485,2017-09-08,대중공연,2017 이종석 PRIVATE STAGE CONCERT(가제),2070,3,올림픽홀,0,24.3,20.4,29.9,3000,23,N,송파구,올림픽공원,6806,6169,12975,51,36.8,37,22.8
486,2017-09-09,K리그,K리그 클래식(vs제주),17161,1,상암월드컵주경기장,0,23.8,19.2,28.2,66704,25.73,Y,마포구,디지털미디어시티,10377,11604,21981,73,59.2,59,45.8
487,2017-09-09,체육행사,제27회 송파구 배드민턴협회장기 배드민턴대회,700,1,핸드볼경기장,0,23.8,19.2,28.2,6500,10.77,Y,송파구,올림픽공원,6908,6895,13803,81,59,49,38.5
488,2017-09-12,대중공연,이승환의 다른 사람 (가제),1864,5,K-아트홀,0,22.1,17.7,27.9,369,101.03,N,송파구,올림픽공원,6723,6581,13304,47,29.1,30,14.2
489,2017-09-15,대중공연,2017 Dream Theater(드림시어터) 내한공연,2810,1,올림픽홀,0,22.6,17.8,27.9,3000,93.67,N,송파구,올림픽공원,9571,9617,19188,22,13.5,10,5.1
490,2017-09-15,공공행사,송파경찰서 한마음 한울타리 어울림 체육대회,150,1,벨로드롬,0,22.6,17.8,27.9,6000,2.5,N,송파구,올림픽공원,9571,9617,19188,22,13.5,10,5.1
491,2017-09-21,대중공연,2017 쇼미더머니6 콘서트,6938,3,올림픽홀,0,20.3,14.2,27,3000,77.09,N,송파구,올림픽공원,7385,7274,14659,40,30.1,25,15.6
492,2017-09-22,문화예술행사,벅스TV vol.33 - 슈가볼,195,1,뮤즈라이브,0,20.6,15.4,26.8,237,82.28,N,송파구,올림픽공원,8687,8200,16887,36,31.3,25,20.1
493,2017-09-23,문화예술행사,"소리 모아, 마음 모아",161,1,뮤즈라이브,0,21.8,17.6,27.3,237,67.93,Y,송파구,올림픽공원,12704,13881,26585,99,71.8,34,28
494,2017-09-23,K리그,K리그 클래식(vs포항),16621,1,상암월드컵주경기장,0,21.8,17.6,27.3,66704,24.92,Y,마포구,디지털미디어시티,10936,11380,22316,75,58.2,29,27.2
495,2017-09-25,대중공연,서태지25 앵콜콘서트,5700,6,올림픽홀,0,23.4,17.4,30.1,3000,31.67,N,송파구,올림픽공원,6923,6900,13823,59,44.6,32,24.6
496,2017-09-27,공공행사,2017스포츠산업JOBFAIR,7600,2,핸드볼경기장,0.5,22.7,19.9,27.3,6500,58.46,N,송파구,올림픽공원,6914,6420,13334,64,36.5,37,18.8
497,2017-10-01,체육행사,핸드볼보조경기장 2017년 10월 팀훈련,70,31,핸드볼보조경기장,4,18.2,15.5,21.2,5003,0.05,Y,송파구,올림픽공원,2875,2963,5838,40,24.6,24,14.3
