,날짜,구분,경기(행사)내용,관람인원(명),사용일수(일),시설명,강수량(mm),평균기온(℃),좌석수,좌석점유율,주말 여부,지역,인근_역,합계_승차,미세먼지(PM10).mean,초미세먼지(PM2.5).mean
1038,2020-07-11,대중공연,다린 콘서트 숲 : 첫 번째 이야기,419,2,K-아트홀,0.0,25.8,369,56.78,Y,송파구,올림픽공원,2725,9.8,3.7
1039,2020-07-13,문화예술행사,뮤지컬 <설민석의 한국사 대모험>,0,3,우리금융아트홀,47.6,18.7,1184,0.0,N,송파구,올림픽공원,3974,4.1,2.9
1040,2020-07-18,K리그,2020 K리그1 서울vs포항,0,1,상암월드컵주경기장,0.0,26.1,10394,0.0,Y,마포구,디지털미디어시티,6993,44.6,35.2
1041,2020-07-20,문화예술행사,2020 아이즈원 콘서트,12045,7,KSPO DOME(체조경기장),3.6,23.8,15000,22.86,N,송파구,올림픽공원,3963,18.8,11.5
1042,2020-07-24,공공행사,대통령경호처 경호공무원 공개경쟁채용 필기시험,0,2,핸드볼보조경기장,2.9,22.5,5003,0.0,N,송파구,올림픽공원,4442,5.9,2.4
1043,2020-07-24,공공행사,대통령경호처 경호공무원 공개경쟁채용 필기시험,750,2,핸드볼경기장,2.9,22.5,6500,5.77,N,송파구,올림픽공원,4442,5.9,2.4
1044,2020-07-29,K리그,2020  하나은행 FA컵 8강전 서울vs포항,0,1,상암월드컵주경기장,50.1,23.7,11603,0.0,N,마포구,디지털미디어시티,8597,15.2,9.5
1045,2020-07-29,순수예술공연,탈북예술가들과 공명이 함께 하는 “통일 음악이야기”,30,3,K-아트홀,50.1,23.7,369,2.71,N,송파구,올림픽공원,4205,15.4,8.5
1046,2020-07-29,문화예술행사,아이스크림왕국의 뽀로로와친구들,0,1,우리금융아트홀,50.1,23.7,1184,0.0,N,송파구,올림픽공원,4205,15.4,8.5
1047,2020-08-07,순수예술공연,2020 서울아트마켓,200,8,K-아트홀,0.0,24.3,369,6.78,N,송파구,올림픽공원,5303,25.8,17.3
1048,2020-08-07,K리그,2020 K리그1 서울vs강원,2312,1,상암월드컵주경기장,0.0,24.3,11000,3.47,N,마포구,디지털미디어시티,7482,25.7,18.4
1049,2020-08-15,K리그,2020 K리그1 서울vs상주,2678,1,상암월드컵주경기장,69.0,26.1,11000,4.01,Y,마포구,디지털미디어시티,5731,41.1,35.1
1050,2020-09-02,문화예술행사,엉덩이 탐정,0,3,우리금융아트홀,33.3,24.3,1184,0.0,N,송파구,올림픽공원,2931,8.3,4.4
1051,2020-09-05,K리그,2020 K리그1 서울vs부산,0,1,상암월드컵주경기장,0.0,23.3,15000,0.0,Y,마포구,디지털미디어시티,5235,31.8,22.3
1052,2020-09-07,문화예술행사,6.25전쟁 70주년 육군 창작뮤지컬 <귀환>,80,5,우리금융아트홀,61.0,19.2,1184,0.32,N,송파구,올림픽공원,2953,6.0,2.6
1053,2020-09-12,대중공연,2020 Stray Kids 컴백 쇼케이스 (가제),150,4,올림픽홀,5.7,20.2,3000,1.25,Y,송파구,올림픽공원,1854,8.1,5.1
1054,2020-09-13,K리그,2020 K리그1 서울vs수원,0,1,상암월드컵주경기장,0.0,21.5,10079,0.0,Y,마포구,디지털미디어시티,3819,7.8,3.1
1055,2020-09-20,K리그,2020 K리그1 서울vs대구,0,1,상암월드컵주경기장,0.0,19.7,5517,0.0,Y,마포구,디지털미디어시티,4273,18.9,9.8
1056,2020-09-22,문화예술행사,뮤지컬 허풍선이 극장의 비밀,1169,5,뮤즈라이브,0.0,20.2,237,18.27,N,송파구,올림픽공원,4177,13.2,6.6
1057,2020-09-25,체육행사,#제18회 전국 학생 세팍타크로대회,600,3,핸드볼경기장,0.0,20.1,6500,3.08,N,송파구,올림픽공원,4247,15.0,4.7
1058,2020-09-28,문화예술행사,BTS MAP OF THE SOUL ON:E,500,1,KSPO DOME(체조경기장),0.0,20.7,15000,0.22,N,송파구,올림픽공원,4170,28.8,15.7
1059,2020-10-04,K리그,2020 K리그1 파이널 서울vs부산,0,1,상암월드컵주경기장,0.0,16.6,5789,0.0,Y,마포구,디지털미디어시티,4068,21.2,10.2
1060,2020-10-06,문화예술행사,아스트로(ASTRO) World Tour Concert,10500,6,핸드볼경기장,0.0,14.2,6500,26.92,N,송파구,올림픽공원,4275,24.7,10.7
1061,2020-10-09,대중공연,NOOB CON - SF9,100,3,올림픽홀,0.0,17.2,3000,1.11,N,송파구,올림픽공원,2979,15.9,8.8
1062,2020-10-20,대중공연,NELL’S SEASON 2020 ‘LET THE HOPE SHINE IN’,2919,7,올림픽홀,0.0,15.2,3000,13.9,N,송파구,올림픽공원,4443,48.5,27.6
1063,2020-10-24,K리그,2020 K리그1 파이널 서울vs강원,2621,1,상암월드컵주경기장,0.0,8.7,12771,3.93,Y,마포구,디지털미디어시티,7185,24.9,8.7
1064,2020-10-27,대중공연,P1Harmony DEBUT ALBUM SHOWCASE (가제),163,3,올림픽홀,0.0,14.0,3000,1.81,N,송파구,올림픽공원,4661,85.4,54.8
1065,2020-10-27,문화예술행사,MBC <놀면 뭐하니?>팀 예능 촬영,100,4,KSPO DOME(체조경기장),0.0,14.0,15000,0.17,N,송파구,올림픽공원,4661,85.4,54.8
1066,2020-10-31,K리그,2020 K리그1 파이널 서울vs인천,5485,1,상암월드컵주경기장,0.0,13.6,8771,8.22,Y,마포구,디지털미디어시티,7570,28.3,14.2
1067,2020-11-02,문화예술행사,뮤지컬 삼국유사,50,6,우리금융아트홀,1.7,10.8,1184,0.7,N,송파구,올림픽공원,4368,30.6,10.5
1068,2020-11-02,체육행사,#2020 서울국제힙합에어로빅,800,7,핸드볼경기장,1.7,10.8,6500,1.76,N,송파구,올림픽공원,4368,30.6,10.5
1069,2020-11-04,대중공연,SUPER JUNIOR 15th Anniversary Special Event ？ HOME ？,300,5,올림픽홀,0.0,4.9,3000,2.0,N,송파구,올림픽공원,4411,29.0,10.7
1070,2020-11-09,문화예술행사,내일은 <미스터트롯> TOP6 콘서트 - 서울,3865,1,KSPO DOME(체조경기장),0.0,5.5,15000,9.66,N,송파구,올림픽공원,4344,27.2,8.9
1071,2020-11-10,대중공연,[ 2020 Theatre 이문세 ],3500,6,올림픽홀,0.0,7.7,3000,19.44,N,송파구,올림픽공원,4526,28.2,12.9
1072,2020-11-21,문화예술행사,C:ONTACT SERIES <기억극장: Halloween> 재공연,30,2,뮤즈라이브,0.2,6.5,237,6.33,Y,송파구,올림픽공원,2561,23.8,15.8
1073,2020-11-25,체육행사,#2020 댄스스포츠 국가대표 선발전,140,1,핸드볼경기장,0.0,4.6,6500,2.15,N,송파구,올림픽공원,3971,38.6,24.5
1074,2020-11-28,문화예술행사,블랙핑크 VCR 영상 촬영,90,1,KSPO DOME(체조경기장),0.0,-0.1,15000,0.6,Y,송파구,올림픽공원,2112,18.3,10.9
1075,2020-12-09,문화예술행사,블랙핑크 VCR 영상 촬영,40,1,KSPO DOME(체조경기장),0.0,1.5,15000,0.27,N,송파구,올림픽공원,3462,37.3,25.6
1076,2021-01-17,대중공연,BHT - 공연 연습,50,1,올림픽홀,0.0,-5.5,3000,1.67,Y,송파구,올림픽공원,2586,17.5,11.4
1077,2021-01-18,문화예술행사,2021 세븐틴 단독콘서트,800,8,KSPO DOME(체조경기장),0.3,-3.8,15000,0.67,N,송파구,올림픽공원,7994,35.4,18.3
1078,2021-02-08,문화예술행사,NCSOFT Universe 연합콘서트 (가제),1500,7,KSPO DOME(체조경기장),0.0,-3.1,15000,1.43,N,송파구,올림픽공원,7602,21.4,11.3
1079,2021-03-07,K리그,2021 K리그1 서울 vs 수원FC,4489,1,상암월드컵주경기장,0.0,6.2,3000,6.73,Y,마포구,디지털미디어시티,9828,28.7,17.6
1080,2021-03-17,K리그,2021 K리그1 서울 vs 광주,3014,1,상암월드컵주경기장,0.0,8.8,15000,4.52,N,마포구,디지털미디어시티,5425,80.3,16.6
1081,2021-03-28,문화예술행사,2021 샤이니 콘서트,1000,7,KSPO DOME(체조경기장),9.2,9.0,15000,0.95,Y,송파구,올림픽공원,3352,22.4,16.2
1082,2021-03-30,문화예술행사,어린이뮤지컬 '꼬마버스 타요',3701,2,우리금융아트홀,0.0,10.8,1184,16.45,N,송파구,올림픽공원,8588,53.6,17.0
1083,2021-04-03,KBO,키움 vs 삼성,1665,1,고척 스카이돔,56.2,14.9,16813,9.9,Y,구로구,양천구청,7184,9.4,6.5
1084,2021-04-03,K리그,2021 K리그1 서울 vs 강원,3479,1,상암월드컵주경기장,56.2,14.9,5333,5.22,Y,마포구,디지털미디어시티,12018,16.2,8.1
1085,2021-04-04,KBO,키움 vs 삼성,1655,1,고척 스카이돔,0.6,11.9,16813,9.84,Y,구로구,양천구청,5984,16.2,5.5
1086,2021-04-06,KBO,키움 vs KIA,1614,1,고척 스카이돔,0.0,13.9,16813,9.6,N,구로구,양천구청,7060,58.5,32.9
1087,2021-04-07,KBO,키움 vs KIA,1628,1,고척 스카이돔,0.0,14.1,16813,9.68,N,구로구,양천구청,7132,47.8,23.8
1088,2021-04-08,KBO,키움 vs KIA,1660,1,고척 스카이돔,0.0,13.0,16813,9.87,N,구로구,양천구청,7336,32.2,11.7
1089,2021-04-10,K리그,2021 K리그1 서울 vs 포항,4372,1,상암월드컵주경기장,0.0,12.6,15000,6.55,Y,마포구,디지털미디어시티,5915,37.1,20.8
1090,2021-04-13,KBO,키움 vs LG,1479,1,고척 스카이돔,8.0,10.4,16813,8.8,N,구로구,양천구청,9042,22.5,10.5
1091,2021-04-14,기타축구,2021 하나은행 FA컵 서울 vs 이랜드FC,2013,1,상암월드컵주경기장,0.0,8.4,12166,3.02,N,마포구,디지털미디어시티,5592,26.7,13.2
1092,2021-04-14,KBO,키움 vs LG,1311,1,고척 스카이돔,0.0,8.4,16813,7.8,N,구로구,양천구청,8919,32.3,14.1
1093,2021-04-15,KBO,키움 vs LG,1354,1,고척 스카이돔,0.0,11.6,16813,8.05,N,구로구,양천구청,8809,54.7,23.6
1094,2021-04-17,K리그,2021 K리그1 서울 vs 대구,2960,1,상암월드컵주경기장,0.0,9.6,15000,4.44,Y,마포구,디지털미디어시티,6667,72.0,18.2
1095,2021-04-19,문화예술행사,내일은 미스터트롯 TOP6 전국투어 굿바이 콘서트 - 서울,13820,7,KSPO DOME(체조경기장),0.0,12.2,15000,23.81,N,송파구,올림픽공원,8884,52.2,21.9
1096,2021-04-20,대중공연,2021 세븐틴 일본앨범발매기념 콘서트 (가제),600,9,올림픽홀,0.0,14.8,3000,2.22,N,송파구,올림픽공원,8736,71.3,33.2
1097,2021-04-23,KBO,키움 vs SSG,1258,1,고척 스카이돔,0.0,19.0,16813,7.48,N,구로구,양천구청,8919,38.4,11.1
1098,2021-04-24,KBO,키움 vs SSG,1638,1,고척 스카이돔,0.0,18.3,16813,9.74,Y,구로구,양천구청,8920,29.5,13.3
1099,2021-04-25,KBO,키움 vs SSG,1640,1,고척 스카이돔,0.0,18.2,16813,9.75,Y,구로구,양천구청,6184,27.4,10.2
1100,2021-04-27,KBO,키움 vs 두산,1166,1,고척 스카이돔,1.7,15.4,16813,6.94,N,구로구,양천구청,8919,35.6,17.1
1101,2021-04-28,KBO,키움 vs 두산,1213,1,고척 스카이돔,4.7,14.5,16813,7.21,N,구로구,양천구청,8269,77.8,26.7
1102,2021-04-29,KBO,키움 vs 두산,1394,1,고척 스카이돔,3.9,14.6,16813,8.29,N,구로구,양천구청,9067,80.7,26.4
1103,2021-04-30,K리그,2021 K리그1 서울 vs 성남,2304,1,상암월드컵주경기장,26.3,11.3,15604,3.45,N,마포구,디지털미디어시티,6079,42.9,19.9
1104,2021-05-03,문화예술행사,안무연습대관,50,1,올림픽홀,0.0,14.1,3000,1.67,N,송파구,올림픽공원,8804,30.6,16.7
1105,2021-05-05,KBO,키움 vs KT,1674,1,고척 스카이돔,0.1,13.9,16813,9.96,N,구로구,양천구청,7236,75.9,16.1
1106,2021-05-06,KBO,키움 vs KT,957,1,고척 스카이돔,0.0,15.7,16813,5.69,N,구로구,양천구청,8269,77.8,21.8
1107,2021-05-14,KBO,키움 vs 한화,1563,1,고척 스카이돔,0.0,24.1,16813,9.3,N,구로구,양천구청,8764,62.7,28.6
1108,2021-05-15,KBO,키움 vs 한화,1674,1,고척 스카이돔,15.0,22.1,16813,9.96,Y,구로구,양천구청,9206,16.6,12.4
1109,2021-05-16,KBO,키움 vs 한화,1674,1,고척 스카이돔,66.9,18.4,16813,9.96,Y,구로구,양천구청,5330,3.5,2.2
1110,2021-05-19,문화예술행사,BTS 기자 간담회 (대외비),350,3,올림픽홀,0.0,19.9,3000,3.89,N,송파구,올림픽공원,6192,36.1,21.2
1111,2021-05-21,KBO,키움 vs NC,1009,1,고척 스카이돔,6.9,16.0,16813,6.0,N,구로구,양천구청,8936,17.8,7.4
1112,2021-05-22,KBO,키움 vs NC,1674,1,고척 스카이돔,0.2,18.6,16813,9.96,Y,구로구,양천구청,9842,27.8,11.2
1113,2021-05-23,KBO,키움 vs NC,1618,1,고척 스카이돔,0.0,19.5,16813,9.62,Y,구로구,양천구청,6294,35.8,18.0
1114,2021-05-26,대중공연,팬텀싱어 올스타전 갈라 콘체르토,17517,13,올림픽홀,0.0,18.0,3000,44.92,N,송파구,올림픽공원,9256,41.1,17.3
1115,2021-05-29,K리그,2021 K리그1 서울 vs 수원삼성,5164,1,상암월드컵주경기장,0.3,15.4,11000,7.74,Y,마포구,디지털미디어시티,5561,18.2,10.8
1116,2021-05-29,대중공연,SEVENTEEN 일본 싱글 발매기념 스페셜 온라인 팬미팅(가제),90,2,우리금융아트홀,0.3,15.4,1184,3.8,Y,송파구,올림픽공원,6122,22.4,11.1
1117,2021-06-01,KBO,키움 vs 롯데,1090,1,고척 스카이돔,3.2,20.2,16813,6.48,N,구로구,양천구청,8409,43.0,20.2
1118,2021-06-02,문화예술행사,FNC ENT 소속그룹 퍼포먼스 연습,60,1,KSPO DOME(체조경기장),0.0,23.2,15000,0.4,N,송파구,올림픽공원,8804,52.3,32.1
1119,2021-06-02,KBO,키움 vs 롯데,1048,1,고척 스카이돔,0.0,23.2,16813,6.23,N,구로구,양천구청,7977,54.6,22.6
1120,2021-06-03,KBO,키움 vs 롯데,1197,1,고척 스카이돔,18.1,19.1,16813,7.12,N,구로구,양천구청,13476,23.9,13.2
1121,2021-06-04,KBO,키움 vs 삼성,1585,1,고척 스카이돔,0.0,18.5,16813,9.43,N,구로구,양천구청,9003,40.2,13.2
1122,2021-06-05,KBO,키움 vs 삼성,1674,1,고척 스카이돔,0.0,20.8,16813,9.96,Y,구로구,양천구청,9012,63.9,29.2
1123,2021-06-06,KBO,키움 vs 삼성,1674,1,고척 스카이돔,0.0,23.0,16813,9.96,Y,구로구,양천구청,6208,46.6,20.8
1124,2021-06-07,문화예술행사,2021 나훈아 콘서트,12500,7,KSPO DOME(체조경기장),0.0,21.1,15000,11.9,N,송파구,올림픽공원,8378,39.8,19.9
1125,2021-06-11,문화예술행사,2021 임한별 <더 클래식> 서울,1718,10,우리금융아트홀,4.6,21.5,1184,14.51,N,송파구,올림픽공원,8582,21.5,14.9
1126,2021-06-15,KBO,키움 vs LG,1348,1,고척 스카이돔,1.9,22.5,16813,8.02,N,구로구,양천구청,9031,12.8,5.2
1127,2021-06-16,문화예술행사,(가제) 2021 자우림 앨범발매기념 단독콘서트,4653,5,올림픽홀,0.0,24.3,3000,31.02,N,송파구,올림픽공원,8800,10.6,5.4
1128,2021-06-16,KBO,키움 vs LG,1445,1,고척 스카이돔,0.0,24.3,16813,8.59,N,구로구,양천구청,9557,8.8,3.8
1129,2021-06-17,KBO,키움 vs LG,1739,1,고척 스카이돔,0.0,21.9,16813,10.34,N,구로구,양천구청,9042,16.2,7.2
1130,2021-06-25,KBO,키움 vs KIA,1981,1,고척 스카이돔,0.0,24.1,16813,11.78,N,구로구,양천구청,8362,30.8,10.8
1131,2021-06-25,문화예술행사,더 포레스텔라 2021,3702,4,올림픽홀,0.0,24.1,3000,30.85,N,송파구,올림픽공원,9206,33.2,22.2
1132,2021-06-25,문화예술행사,뷰티풀 민트 라이프 2021,240,6,KSPO DOME(체조경기장),0.0,24.1,15000,0.27,N,송파구,올림픽공원,9206,33.2,22.2
1133,2021-06-26,KBO,키움 vs KIA,3346,1,고척 스카이돔,4.5,22.8,16813,19.9,Y,구로구,양천구청,8902,17.8,4.9
1134,2021-06-26,일반행사,2021 제27회 드림콘서트,0,7,상암월드컵주경기장,4.5,22.8,9937,0.0,Y,마포구,디지털미디어시티,7102,21.8,14.8
1135,2021-06-27,KBO,키움 vs KIA,2696,1,고척 스카이돔,38.2,24.5,16813,16.04,Y,구로구,양천구청,6406,16.7,4.1
1136,2021-06-29,KBO,키움 vs 롯데,1639,1,고척 스카이돔,8.0,23.9,16813,9.75,N,구로구,양천구청,8836,27.2,11.0
1137,2021-06-29,문화예술행사,내일은 미스터트롯 TOP6 굿바이 콘서트 - 서울,17072,6,KSPO DOME(체조경기장),8.0,23.9,15000,26.24,N,송파구,올림픽공원,9262,34.9,24.5
1138,2021-06-30,문화예술행사,싱어게인 TOP10 전국투어 콘서트 - 서울앵콜,8479,6,올림픽홀,6.0,24.3,3000,47.11,N,송파구,올림픽공원,9040,37.4,26.2
1139,2021-06-30,KBO,키움 vs 롯데,2001,1,고척 스카이돔,6.0,24.3,16813,11.9,N,구로구,양천구청,8362,31.0,13.3
1140,2021-07-01,KBO,키움 vs 롯데,2049,1,고척 스카이돔,0.0,26.3,16813,12.19,N,구로구,양천구청,8185,35.5,15.5
1141,2021-07-06,KBO,키움 vs SSG,1549,1,고척 스카이돔,0.0,25.3,16813,9.21,N,구로구,양천구청,7977,47.0,33.6
1142,2021-07-07,KBO,키움 vs SSG,1328,1,고척 스카이돔,12.7,26.4,16813,7.9,N,구로구,양천구청,8569,18.2,15.5
1143,2021-07-07,체육행사,2020 제32회 도쿄하계올림픽대회 대한민국 선수단 결단식,180,2,올림픽홀,12.7,26.4,3000,3.0,N,송파구,올림픽공원,8568,19.2,11.2
1144,2021-07-08,KBO,키움 vs SSG,1436,1,고척 스카이돔,2.9,26.0,16813,8.54,N,구로구,양천구청,13278,13.2,9.1
1145,2021-07-14,K리그,2021 K리그1 서울 vs 인천,0,1,상암월드컵주경기장,0.0,29.7,12876,0.0,N,마포구,디지털미디어시티,10455,17.6,6.9
1146,2021-07-16,대중공연,박혜원 - HYNN 여름,605,2,우리금융아트홀,0.0,28.8,1184,25.55,N,송파구,올림픽공원,7400,20.0,11.3
1147,2021-07-16,국가대표,올림픽 축구대표팀 친선경기 대한민국 vs 프랑스,0,2,상암월드컵주경기장,0.0,28.8,9438,0.0,N,마포구,디지털미디어시티,9362,24.2,11.6
1148,2021-07-31,K리그,2021 K리그1 서울 vs 울산,0,1,상암월드컵주경기장,3.0,29.8,237,0.0,Y,마포구,디지털미디어시티,10888,24.7,16.6
1149,2021-08-05,대중공연,라비던스 단독콘서트(안),2156,4,올림픽홀,0.0,29.4,3000,17.97,N,송파구,올림픽공원,7076,27.4,19.1
1150,2021-08-08,K리그,2021 K리그1 서울 vs 광주,0,1,상암월드컵주경기장,12.7,26.8,5762,0.0,Y,마포구,디지털미디어시티,7820,18.0,9.9
1151,2021-08-10,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,27.7,16813,0.0,N,구로구,양천구청,12026,16.8,10.7
1152,2021-08-11,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,27.4,16813,0.0,N,구로구,양천구청,11810,34.0,26.9
1153,2021-08-12,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,26.8,16813,0.0,N,구로구,양천구청,11612,36.5,25.6
1154,2021-08-12,대중공연,라포엠(LA POEM) 첫 번째 단독 콘서트 - 서울,4671,4,올림픽홀,0.0,26.8,3000,38.92,N,송파구,올림픽공원,7410,39.0,27.2
1155,2021-08-13,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,26.6,16813,0.0,N,구로구,양천구청,11520,19.3,11.7
1156,2021-08-13,공공행사,국세청 채용면접,300,2,우리금융아트홀,0.0,26.6,1184,12.67,N,송파구,올림픽공원,7616,24.8,14.2
1157,2021-08-14,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,26.1,16813,0.0,Y,구로구,양천구청,7138,12.0,2.7
1158,2021-08-15,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,26.9,16813,0.0,Y,구로구,양천구청,4894,7.9,4.3
1159,2021-08-18,K리그,2021 K리그1 서울 vs 제주,0,1,상암월드컵주경기장,5.6,24.3,16813,0.0,N,마포구,디지털미디어시티,7889,11.3,4.9
1160,2021-08-20,문화예술행사,가수 이정권 콘서트,200,2,뮤즈라이브,0.0,26.6,237,42.19,N,송파구,올림픽공원,8110,21.7,11.3
1161,2021-08-22,K리그,2021 K리그1 서울 vs 포항,0,1,상암월드컵주경기장,0.0,24.4,11000,0.0,Y,마포구,디지털미디어시티,8774,28.0,19.6
1162,2021-08-22,대중공연,T1419 COMEBACK ONLINE SHOWCASE,151,2,올림픽홀,0.0,24.4,3000,2.52,Y,송파구,올림픽공원,3426,29.6,19.1
1163,2021-08-25,KBO,키움 vs 한화,0,1,고척 스카이돔,0.3,25.0,16813,0.0,N,구로구,양천구청,12344,11.8,6.5
1164,2021-08-25,K리그,2021 K리그1 서울 vs 울산,0,1,상암월드컵주경기장,0.3,25.0,13375,0.0,N,마포구,디지털미디어시티,8919,12.3,7.7
1165,2021-08-26,KBO,키움 vs 한화,0,1,고척 스카이돔,0.7,25.5,16813,0.0,N,구로구,양천구청,12478,49.3,26.1
1166,2021-08-27,KBO,키움 vs 한화,0,1,고척 스카이돔,0.9,22.4,16813,0.0,N,구로구,양천구청,12414,21.6,12.0
1167,2021-09-01,대중공연,[ 2021 Theatre 이문세 ],2951,12,우리금융아트홀,0.8,21.4,1184,20.77,N,송파구,올림픽공원,8062,6.8,1.2
1168,2021-09-02,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,23.5,16813,0.0,N,구로구,양천구청,12654,17.9,8.8
1169,2021-09-02,국가대표,2022 카타르월드컵 최종예선 대한민국 vs 이라크,0,2,상암월드컵주경기장,0.0,23.5,11603,0.0,N,마포구,디지털미디어시티,9963,17.3,7.7
1170,2021-09-03,KBO,키움 vs KT,0,1,고척 스카이돔,0.0,24.3,16813,0.0,N,구로구,양천구청,12992,13.8,5.2
1171,2021-09-03,문화예술행사,더 포레스텔라 2021,3678,3,올림픽홀,0.0,24.3,3000,40.87,N,송파구,올림픽공원,8748,11.3,3.8
1172,2021-09-04,KBO,키움 vs SSG,0,1,고척 스카이돔,0.0,23.2,16813,0.0,Y,구로구,양천구청,8704,11.0,4.6
1173,2021-09-05,KBO,키움 vs SSG,0,1,고척 스카이돔,0.0,23.1,16813,0.0,Y,구로구,양천구청,5810,10.9,5.4
1174,2021-09-05,K리그,2021 K리그1 서울 vs 전북,0,1,상암월드컵주경기장,0.0,23.1,5158,0.0,Y,마포구,디지털미디어시티,9154,12.3,4.8
1175,2021-09-07,문화예술행사,2021 넬 단독 콘서트 NELL'S SEASON 2021,3828,7,올림픽홀,29.6,19.6,3000,18.23,N,송파구,올림픽공원,7680,8.5,3.8
1176,2021-09-08,문화예술행사,뮤직비디오 촬영,70,1,KSPO DOME(체조경기장),1.6,22.2,15000,0.47,N,송파구,올림픽공원,8636,15.2,5.5
1177,2021-09-09,KBO,키움 vs KIA,0,1,고척 스카이돔,0.0,23.5,16813,0.0,N,구로구,양천구청,12830,32.1,19.2
1178,2021-09-10,KBO,키움 vs KIA,0,1,고척 스카이돔,0.0,23.6,16813,0.0,N,구로구,양천구청,13162,28.4,15.8
1179,2021-09-16,KBO,키움 vs 한화,0,1,고척 스카이돔,0.0,22.9,16813,0.0,N,구로구,양천구청,13370,17.1,4.0
1180,2021-09-17,문화예술행사,더 포레스텔라 2021 앙코르,2693,3,올림픽홀,0.0,23.5,3000,29.92,N,송파구,올림픽공원,8750,11.7,3.2
1181,2021-09-17,KBO,키움 vs 한화,0,1,고척 스카이돔,0.0,23.5,16813,0.0,N,구로구,양천구청,13474,8.2,4.3
1182,2021-09-18,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,23.9,16813,0.0,Y,구로구,양천구청,7716,13.0,5.8
1183,2021-09-19,KBO,키움 vs 두산,0,1,고척 스카이돔,0.0,23.7,16813,0.0,Y,구로구,양천구청,5506,10.3,6.9
1184,2021-09-19,K리그,2021 K리그1 서울 vs 수원FC,0,1,상암월드컵주경기장,0.0,23.7,6746,0.0,Y,마포구,디지털미디어시티,8934,13.3,7.6
1185,2021-09-20,문화예술행사,2021 KEY SOLO CONCERT,583,7,올림픽홀,0.0,23.7,3000,2.78,N,송파구,올림픽공원,3234,13.3,4.1
1186,2021-09-22,K리그,2021 K리그1 서울 vs 인천,0,1,상암월드컵주경기장,4.5,20.2,5762,0.0,N,마포구,디지털미디어시티,8222,11.6,4.2
1187,2021-09-23,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,20.9,16813,0.0,N,구로구,양천구청,12276,15.2,8.2
1188,2021-09-24,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,21.8,16813,0.0,N,구로구,양천구청,13032,18.0,7.3
1189,2021-09-25,KBO,키움 vs 롯데,0,1,고척 스카이돔,0.0,21.2,16813,0.0,Y,구로구,양천구청,8376,7.2,3.6
1190,2021-09-26,KBO,키움 vs 롯데,0,1,고척 스카이돔,0.0,22.6,16813,0.0,Y,구로구,양천구청,5588,7.7,4.4
1191,2021-09-27,대중공연,TREASURE 2021 PRIVATE STAGE [TEU-DAY],1425,7,올림픽홀,0.0,21.6,3000,6.79,N,송파구,올림픽공원,8398,14.8,6.6
1192,2021-10-02,KBO,키움 vs LG,0,1,고척 스카이돔,0.0,20.7,16813,0.0,Y,구로구,양천구청,9724,33.9,18.6
1193,2021-10-03,K리그,2021 K리그1 서울 vs 대구,0,1,상암월드컵주경기장,0.0,22.3,1825,0.0,Y,마포구,디지털미디어시티,9998,37.5,20.0
1194,2021-10-03,KBO,키움 vs LG,0,1,고척 스카이돔,0.0,22.3,16813,0.0,Y,구로구,양천구청,6780,34.1,19.6
1195,2021-10-05,KBO,키움 vs 삼성,0,1,고척 스카이돔,0.0,23.6,16813,0.0,N,구로구,양천구청,13408,40.8,12.6
1196,2021-10-06,KBO,키움 vs 삼성,0,1,고척 스카이돔,6.4,18.8,16813,0.0,N,구로구,양천구청,13156,8.7,1.8
1197,2021-10-06,대중공연,하성운 콘서트 Forest & in 서울,4667,5,올림픽홀,6.4,18.8,3000,31.11,N,송파구,올림픽공원,8470,12.4,2.4
1198,2021-10-12,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,17.9,16813,0.0,N,구로구,양천구청,13344,16.8,4.7
1199,2021-10-13,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,19.6,16813,0.0,N,구로구,양천구청,13452,14.9,5.6
1200,2021-10-14,KBO,키움 vs NC,0,1,고척 스카이돔,0.0,19.7,16813,0.0,N,구로구,양천구청,13498,25.4,11.2
1201,2021-10-27,KBO,키움 vs 삼성,2569,1,고척 스카이돔,0.0,13.4,16813,15.28,N,구로구,양천구청,7277,36.7,9.3
1202,2021-10-27,문화예술행사,2021 김희재 단독 콘서트,5041,6,올림픽홀,0.0,13.4,3000,28.01,N,송파구,올림픽공원,9162,47.7,21.0
1203,2021-10-29,KBO,키움 vs KT,1495,1,고척 스카이돔,0.0,14.6,16813,8.89,N,구로구,양천구청,8919,29.2,9.9
1204,2021-11-03,문화예술행사,2021 폴킴 전국투어 콘서트-서울_기획공연,4470,5,올림픽홀,0.0,12.1,3000,29.8,N,송파구,올림픽공원,9640,50.9,33.6
