,날짜,역명,합 계_승차,합 계_하차
342,2015-03-27,올림픽공원,7158.0,6500.0
343,2015-03-27,종합운동장,15030.0,15800.0
344,2015-03-28,디지털미디어시티,12565.0,13122.0
345,2015-03-28,양천구청,6584.0,6790.0
346,2015-03-28,올림픽공원,15149.0,15427.0
347,2015-03-28,종합운동장,23913.0,26989.0
348,2015-03-29,디지털미디어시티,8226.0,8791.0
349,2015-03-29,양천구청,4613.0,4782.0
350,2015-03-29,올림픽공원,12845.0,13238.0
351,2015-03-29,종합운동장,24994.0,28601.0
352,2015-03-30,디지털미디어시티,18653.0,20119.0
353,2015-03-30,양천구청,8792.0,9291.0
354,2015-03-30,올림픽공원,6691.0,6375.0
355,2015-03-30,종합운동장,13981.0,15587.0
356,2015-03-31,디지털미디어시티,18394.0,20375.0
357,2015-03-31,양천구청,8827.0,9358.0
358,2015-03-31,올림픽공원,6546.0,6134.0
359,2015-03-31,종합운동장,19599.0,22010.0
360,2015-04-01,디지털미디어시티,18721.0,20523.0
361,2015-04-01,양천구청,8864.0,9320.0
362,2015-04-01,올림픽공원,6665.0,6236.0
363,2015-04-01,종합운동장,20227.0,22723.0
364,2015-04-02,디지털미디어시티,18096.0,20470.0
365,2015-04-02,양천구청,8582.0,9359.0
366,2015-04-02,올림픽공원,9747.0,10022.0
367,2015-04-02,종합운동장,15760.0,17753.0
368,2015-04-03,디지털미디어시티,18923.0,20064.0
369,2015-04-03,양천구청,8322.0,8400.0
370,2015-04-03,올림픽공원,10140.0,11668.0
371,2015-04-03,종합운동장,19026.0,21930.0
372,2015-04-04,디지털미디어시티,11774.0,12135.0
373,2015-04-04,양천구청,6147.0,6357.0
374,2015-04-04,올림픽공원,10758.0,10855.0
375,2015-04-04,종합운동장,20321.0,22923.0
376,2015-04-05,디지털미디어시티,7843.0,8215.0
377,2015-04-05,양천구청,4155.0,4427.0
378,2015-04-05,올림픽공원,3766.0,3580.0
379,2015-04-05,종합운동장,15908.0,16856.0
380,2015-04-06,디지털미디어시티,18777.0,20235.0
381,2015-04-06,양천구청,8893.0,9462.0
382,2015-04-06,올림픽공원,6918.0,6540.0
383,2015-04-06,종합운동장,13428.0,15402.0
384,2015-04-07,디지털미디어시티,19040.0,20724.0
385,2015-04-07,양천구청,9082.0,9755.0
386,2015-04-07,올림픽공원,7058.0,6587.0
387,2015-04-07,종합운동장,16733.0,18663.0
388,2015-04-08,디지털미디어시티,19044.0,20604.0
389,2015-04-08,양천구청,8879.0,9537.0
390,2015-04-08,올림픽공원,8175.0,7729.0
391,2015-04-08,종합운동장,17746.0,19617.0
392,2015-04-09,디지털미디어시티,18719.0,20801.0
393,2015-04-09,양천구청,8910.0,9548.0
394,2015-04-09,올림픽공원,7177.0,6703.0
395,2015-04-09,종합운동장,17373.0,19200.0
396,2015-04-10,디지털미디어시티,19098.0,20420.0
397,2015-04-10,양천구청,9090.0,9439.0
398,2015-04-10,올림픽공원,7459.0,6834.0
399,2015-04-10,종합운동장,23135.0,26839.0
400,2015-04-11,디지털미디어시티,13094.0,13346.0
401,2015-04-11,양천구청,6568.0,6861.0
402,2015-04-11,올림픽공원,9779.0,10035.0
403,2015-04-11,종합운동장,24060.0,27947.0
404,2015-04-12,디지털미디어시티,8666.0,9196.0
405,2015-04-12,양천구청,5694.0,5798.0
406,2015-04-12,올림픽공원,6146.0,6380.0
407,2015-04-12,종합운동장,18170.0,21251.0
408,2015-04-13,디지털미디어시티,18341.0,20071.0
409,2015-04-13,양천구청,8665.0,9365.0
410,2015-04-13,올림픽공원,6617.0,6255.0
411,2015-04-13,종합운동장,13477.0,15722.0
412,2015-04-14,디지털미디어시티,18203.0,19870.0
413,2015-04-14,양천구청,8843.0,9250.0
414,2015-04-14,올림픽공원,6876.0,6318.0
415,2015-04-14,종합운동장,15642.0,17762.0
416,2015-04-15,디지털미디어시티,18663.0,20635.0
417,2015-04-15,양천구청,8956.0,9369.0
418,2015-04-15,올림픽공원,8236.0,7873.0
419,2015-04-15,종합운동장,24126.0,26986.0
420,2015-04-16,디지털미디어시티,17903.0,20059.0
421,2015-04-16,양천구청,8456.0,8962.0
422,2015-04-16,올림픽공원,6405.0,5888.0
423,2015-04-16,종합운동장,19043.0,21421.0
424,2015-04-17,디지털미디어시티,19300.0,20558.0
425,2015-04-17,양천구청,9330.0,9821.0
426,2015-04-17,올림픽공원,9599.0,9158.0
427,2015-04-17,종합운동장,22399.0,25138.0
428,2015-04-18,디지털미디어시티,12698.0,13415.0
429,2015-04-18,양천구청,6427.0,6668.0
430,2015-04-18,올림픽공원,7789.0,7951.0
431,2015-04-18,종합운동장,27008.0,31196.0
432,2015-04-19,디지털미디어시티,7503.0,7996.0
433,2015-04-19,양천구청,4901.0,4905.0
434,2015-04-19,올림픽공원,5834.0,5672.0
435,2015-04-19,종합운동장,19907.0,21561.0
436,2015-04-20,디지털미디어시티,18599.0,19820.0
437,2015-04-20,양천구청,8753.0,9195.0
438,2015-04-20,올림픽공원,6950.0,6922.0
439,2015-04-20,종합운동장,13168.0,15401.0
440,2015-04-21,디지털미디어시티,18754.0,20432.0
441,2015-04-21,양천구청,9033.0,9612.0
442,2015-04-21,올림픽공원,7029.0,6608.0
443,2015-04-21,종합운동장,22614.0,25977.0
444,2015-04-22,디지털미디어시티,18430.0,20155.0
445,2015-04-22,양천구청,8682.0,9228.0
446,2015-04-22,올림픽공원,7398.0,7105.0
447,2015-04-22,종합운동장,22909.0,26028.0
448,2015-04-23,디지털미디어시티,18493.0,20298.0
449,2015-04-23,양천구청,8747.0,9257.0
450,2015-04-23,올림픽공원,7900.0,7405.0
451,2015-04-23,종합운동장,24397.0,27823.0
452,2015-04-24,디지털미디어시티,19157.0,20726.0
453,2015-04-24,양천구청,8921.0,9269.0
454,2015-04-24,올림픽공원,7815.0,7220.0
455,2015-04-24,종합운동장,23319.0,26805.0
456,2015-04-25,디지털미디어시티,13492.0,13124.0
457,2015-04-25,양천구청,6494.0,6762.0
458,2015-04-25,올림픽공원,15472.0,16134.0
459,2015-04-25,종합운동장,26523.0,31464.0
460,2015-04-26,디지털미디어시티,8489.0,8970.0
461,2015-04-26,양천구청,5345.0,5391.0
462,2015-04-26,올림픽공원,14637.0,15208.0
463,2015-04-26,종합운동장,19481.0,22434.0
464,2015-04-27,디지털미디어시티,19077.0,20231.0
465,2015-04-27,양천구청,8931.0,9262.0
466,2015-04-27,올림픽공원,6752.0,6443.0
467,2015-04-27,종합운동장,13506.0,15476.0
468,2015-04-28,디지털미디어시티,18959.0,20505.0
469,2015-04-28,양천구청,9452.0,9936.0
470,2015-04-28,올림픽공원,7558.0,6978.0
471,2015-04-28,종합운동장,18163.0,20780.0
472,2015-04-29,디지털미디어시티,18651.0,20155.0
473,2015-04-29,양천구청,8761.0,9209.0
474,2015-04-29,올림픽공원,6688.0,6176.0
475,2015-04-29,종합운동장,15270.0,16843.0
476,2015-04-30,디지털미디어시티,18956.0,20566.0
477,2015-04-30,양천구청,9353.0,9606.0
478,2015-04-30,올림픽공원,7929.0,7828.0
479,2015-04-30,종합운동장,19415.0,21808.0
480,2015-05-01,디지털미디어시티,12705.0,12980.0
481,2015-05-01,양천구청,7567.0,7651.0
482,2015-05-01,올림픽공원,7826.0,7782.0
483,2015-05-01,종합운동장,21137.0,23660.0
484,2015-05-02,디지털미디어시티,11345.0,11533.0
485,2015-05-02,양천구청,5825.0,6084.0
486,2015-05-02,올림픽공원,10645.0,11798.0
487,2015-05-02,종합운동장,44231.0,52882.0
488,2015-05-03,디지털미디어시티,7995.0,7631.0
489,2015-05-03,양천구청,4011.0,4371.0
490,2015-05-03,올림픽공원,12342.0,8670.0
491,2015-05-03,종합운동장,15431.0,16635.0
492,2015-05-04,디지털미디어시티,16058.0,16666.0
493,2015-05-04,양천구청,8265.0,8556.0
494,2015-05-04,올림픽공원,11655.0,11994.0
495,2015-05-04,종합운동장,13579.0,14676.0
496,2015-05-05,디지털미디어시티,9182.0,9706.0
497,2015-05-05,양천구청,4841.0,5067.0
498,2015-05-05,올림픽공원,9706.0,10500.0
499,2015-05-05,종합운동장,17775.0,21923.0
500,2015-05-06,디지털미디어시티,18454.0,19933.0
501,2015-05-06,양천구청,8968.0,9392.0
502,2015-05-06,올림픽공원,7104.0,6927.0
503,2015-05-06,종합운동장,22251.0,25215.0
504,2015-05-07,디지털미디어시티,18698.0,20170.0
505,2015-05-07,양천구청,8879.0,9418.0
506,2015-05-07,올림픽공원,7206.0,6829.0
507,2015-05-07,종합운동장,22952.0,25323.0
508,2015-05-08,디지털미디어시티,19188.0,20549.0
509,2015-05-08,양천구청,9140.0,9580.0
510,2015-05-08,올림픽공원,9512.0,8856.0
511,2015-05-08,종합운동장,23563.0,26926.0
512,2015-05-09,디지털미디어시티,12518.0,12886.0
513,2015-05-09,양천구청,6549.0,6605.0
514,2015-05-09,올림픽공원,9245.0,9272.0
515,2015-05-09,종합운동장,25557.0,30081.0
516,2015-05-10,디지털미디어시티,8618.0,8939.0
517,2015-05-10,양천구청,4763.0,5088.0
518,2015-05-10,올림픽공원,6292.0,6069.0
519,2015-05-10,종합운동장,23233.0,26493.0
520,2015-05-11,디지털미디어시티,18375.0,19859.0
521,2015-05-11,양천구청,8996.0,9578.0
522,2015-05-11,올림픽공원,7219.0,6837.0
523,2015-05-11,종합운동장,13462.0,15788.0
524,2015-05-12,디지털미디어시티,18320.0,20045.0
525,2015-05-12,양천구청,9148.0,9560.0
526,2015-05-12,올림픽공원,7364.0,7156.0
527,2015-05-12,종합운동장,15564.0,17634.0
528,2015-05-13,디지털미디어시티,18696.0,20414.0
529,2015-05-13,양천구청,9340.0,9912.0
530,2015-05-13,올림픽공원,8274.0,8045.0
531,2015-05-13,종합운동장,19762.0,21947.0
532,2015-05-14,디지털미디어시티,18418.0,20117.0
533,2015-05-14,양천구청,8946.0,9392.0
534,2015-05-14,올림픽공원,7674.0,7260.0
535,2015-05-14,종합운동장,20398.0,22434.0
536,2015-05-15,디지털미디어시티,19255.0,20571.0
537,2015-05-15,양천구청,9549.0,10024.0
538,2015-05-15,올림픽공원,16600.0,17784.0
539,2015-05-15,종합운동장,19543.0,22543.0
